"complementaryfilter",,,"GPSx","GPSy","GPSz","mu",,,,,,"IMUonly",,,
,,,,,,,,,,,,-2699464.3515,-4293290.8832,3855070.5114,
,,,,,,,,,,,,-2699464.2355,-4293290.8276,3855071.0568,
,,,,,,,,,,,,-2699464.137,-4293290.7963,3855070.7292,
,,,,,,,,,,,,-2699464.0965,-4293290.83,3855069.7917,
,,,,,,,,,,,,-2699464.0853,-4293290.9345,3855069.2631,
,,,,,,,,,,,,-2699464.0445,-4293291.1055,3855069.6644,
,,,,,,,,,,,,-2699463.9609,-4293290.2812,3855069.2379,
,,,,,,,,,,,,-2699463.876,-4293289.4222,3855069.0791,
,,,,,,,,,,,,-2699463.8397,-4293288.7521,3855069.3207,
,,,,,,,,,,,,-2699463.8509,-4293288.3406,3855069.5984,
,,,,,,,,,,,,-2699463.8584,-4293288.1704,3855069.5605,
,,,,,,,,,,,,-2699463.8128,-4293288.2417,3855069.2364,
,,,,,,,,,,,,-2699463.7442,-4293288.464,3855069.1173,
,,,,,,,,,,,,-2699463.6974,-4293288.6257,3855069.4141,
,,,,,,,,,,,,-2699463.7104,-4293288.6359,3855069.9585,
,,,,,,,,,,,,-2699463.7266,-4293288.5243,3855070.1892,
,,,,,,,,,,,,-2699463.8326,-4293288.6579,3855070.1614,
,,,,,,,,,,,,-2699464.2678,-4293288.8514,3855070.1091,
,,,,,,,,,,,,-2699464.71,-4293289.0316,3855070.0899,
,,,,,,,,,,,,-2699464.996,-4293289.1276,3855070.1062,
,,,,,,,,,,,,-2699465.1036,-4293289.1411,3855070.1236,
,,,,,,,,,,,,-2699465.2617,-4293289.0829,3855070.1049,
,,,,,,,,,,,,-2699465.5626,-4293288.9555,3855070.0677,
,,,,,,,,,,,,-2699465.8553,-4293288.817,3855070.0558,
,,,,,,,,,,,,-2699465.9319,-4293288.7641,3855070.0917,
,,,,,,,,,,,,-2699465.7335,-4293288.8364,3855070.1488,
,,,,,,,,,,,,-2699465.7765,-4293289.0988,3855069.898,
,,,,,,,,,,,,-2699465.6384,-4293289.5082,3855070.1421,
,,,,,,,,,,,,-2699465.339,-4293290.0058,3855070.5258,
,,,,,,,,,,,,-2699465.1067,-4293290.4557,3855070.5585,
,,,,,,,,,,,,-2699465.0205,-4293290.7424,3855070.2479,
,,,,,,,,,,,,-2699464.9948,-4293290.866,3855070.0617,
,,,,,,,,,,,,-2699464.8512,-4293290.8342,3855070.3046,
,,,,,,,,,,,,-2699464.5943,-4293290.6739,3855070.7425,
,,,,,,,,,,,,-2699464.3519,-4293290.4877,3855070.8802,
,,,,,,,,,,,,-2699464.2524,-4293290.4199,3855070.6083,
,,,,,,,,,,,,-2699464.1768,-4293290.3442,3855070.9295,
,,,,,,,,,,,,-2699464.0454,-4293290.1495,3855070.8994,
,,,,,,,,,,,,-2699463.971,-4293289.8858,3855070.5253,
,,,,,,,,,,,,-2699464.0169,-4293289.627,3855070.2397,
,,,,,,,,,,,,-2699464.0596,-4293289.5187,3855070.3577,
,,,,,,,,,,,,-2699463.9866,-4293289.624,3855070.7392,
,,,,,,,,,,,,-2699463.852,-4293289.9083,3855070.8081,
,,,,,,,,,,,,-2699463.8405,-4293290.2992,3855070.3405,
,,,,,,,,,,,,-2699464.0384,-4293290.7309,3855069.7157,
,,,,,,,,,,,,-2699464.2507,-4293291.0616,3855069.6138,
,,,,,,,,,,,,-2699464.2125,-4293291.1503,3855069.0445,
,,,,,,,,,,,,-2699464.3549,-4293291.0407,3855068.4424,
,,,,,,,,,,,,-2699464.5162,-4293290.774,3855068.4458,
,,,,,,,,,,,,-2699464.5864,-4293290.3907,3855068.9629,
,,,,,,,,,,,,-2699464.5502,-4293289.975,3855069.3226,
,,,,,,,,,,,,-2699464.5231,-4293289.6575,3855069.1711,
,,,,,,,,,,,,-2699464.5892,-4293289.4885,3855068.7334,
,,,,,,,,,,,,-2699464.6843,-4293289.4535,3855068.6171,
,,,,,,,,,,,,-2699464.6771,-4293289.5255,3855068.9946,
,,,,,,,,,,,,-2699464.5431,-4293289.6589,3855069.3537,
,,,,,,,,,,,,-2699464.7825,-4293289.6196,3855069.3903,
,,,,,,,,,,,,-2699464.6111,-4293289.679,3855069.5121,
,,,,,,,,,,,,-2699464.2115,-4293289.8456,3855069.5567,
,,,,,,,,,,,,-2699464.0061,-4293290.1006,3855069.4476,
,,,,,,,,,,,,-2699464.1726,-4293290.4144,3855069.2632,
,,,,,,,,,,,,-2699464.3916,-4293290.7171,3855069.1947,
,,,,,,,,,,,,-2699464.3304,-4293290.9232,3855069.2767,
,,,,,,,,,,,,-2699463.8982,-4293291.0033,3855069.3932,
,,,,,,,,,,,,-2699463.4361,-4293290.9791,3855069.3967,
,,,,,,,,,,,,-2699463.2528,-4293290.8869,3855069.2987,
,,,,,,,,,,,,-2699463.2858,-4293290.6483,3855069.4204,
,,,,,,,,,,,,-2699463.2626,-4293290.62,3855069.2007,
,,,,,,,,,,,,-2699463.0759,-4293290.9171,3855068.7922,
,,,,,,,,,,,,-2699462.8226,-4293291.4834,3855068.6278,
,,,,,,,,,,,,-2699462.6701,-4293292.2273,3855068.8724,
,,,,,,,,,,,,-2699462.6603,-4293293.0202,3855069.2748,
,,,,,,,,,,,,-2699462.6451,-4293293.6548,3855069.417,
,,,,,,,,,,,,-2699462.5102,-4293293.9666,3855069.229,
,,,,,,,,,,,,-2699462.2589,-4293294.0064,3855069.0187,
,,,,,,,,,,,,-2699462.0465,-4293293.8753,3855069.0851,
,,,,,,,,,,,,-2699462.2119,-4293293.8915,3855068.5665,
,,,,,,,,,,,,-2699462.3036,-4293293.8984,3855068.4119,
,,,,,,,,,,,,-2699462.5292,-4293293.8795,3855068.9582,
,,,,,,,,,,,,-2699462.9633,-4293293.8351,3855069.7793,
,,,,,,,,,,,,-2699463.3734,-4293293.7726,3855070.0906,
,,,,,,,,,,,,-2699463.5287,-4293293.6999,3855069.6518,
,,,,,,,,,,,,-2699463.3698,-4293293.6292,3855068.9949,
,,,,,,,,,,,,-2699463.1879,-4293293.5777,3855068.7841,
,,,,,,,,,,,,-2699463.1832,-4293293.5525,3855069.0511,
,,,,,,,,,,,,-2699463.2386,-4293293.5494,3855069.0992,
,,,,,,,,,,,,-2699463.2125,-4293293.5095,3855069.8408,
,,,,,,,,,,,,-2699463.1421,-4293293.4496,3855070.8509,
,,,,,,,,,,,,-2699463.115,-4293293.4323,3855070.9683,
,,,,,,,,,,,,-2699463.1767,-4293293.5075,3855070.0934,
,,,,,,,,,,,,-2699463.332,-4293293.6764,3855069.0797,
,,,,,,,,,,,,-2699463.501,-4293293.9128,3855068.8864,
,,,,,,,,,,,,-2699463.6311,-4293294.1874,3855069.3813,
,,,,,,,,,,,,-2699463.7077,-4293294.444,3855069.7342,
,,,,,,,,,,,,-2699463.7787,-4293294.615,3855069.4628,
,,,,,,,,,,,,-2699463.8913,-4293294.682,3855068.8649,
,,,,,,,,,,,,-2699463.5388,-4293294.7199,3855068.9342,
,,,,,,,,,,,,-2699463.3136,-4293294.9207,3855068.5835,
,,,,,,,,,,,,-2699463.2433,-4293295.1805,3855068.2129,
,,,,,,,,,,,,-2699463.1309,-4293295.3006,3855068.3583,
,,,,,,,,,,,,-2699462.8244,-4293295.1913,3855068.9266,
,,,,,,,,,,,,-2699462.3602,-4293294.8915,3855069.3315,
,,,,,,,,,,,,-2699461.9065,-4293294.4432,3855069.146,
,,,,,,,,,,,,-2699461.5665,-4293293.9279,3855068.644,
,,,,,,,,,,,,-2699461.3358,-4293293.5022,3855068.4199,
,,,,,,,,,,,,-2699461.1156,-4293293.2819,3855068.6757,
,,,,,,,,,,,,-2699460.8097,-4293293.2705,3855069.0479,
,,,,,,,,,,,,-2699460.4575,-4293293.4189,3855069.0297,
,,,,,,,,,,,,-2699460.1697,-4293293.6475,3855068.5897,
,,,,,,,,,,,,-2699459.9927,-4293293.8538,3855068.2451,
,,,,,,,,,,,,-2699459.8014,-4293293.8894,3855068.4624,
,,,,,,,,,,,,-2699459.4868,-4293293.682,3855069.0883,
,,,,,,,,,,,,-2699459.084,-4293293.2686,3855069.4082,
,,,,,,,,,,,,-2699458.744,-4293292.7434,3855069.0212,
,,,,,,,,,,,,-2699458.5183,-4293292.1885,3855068.28,
,,,,,,,,,,,,-2699458.3187,-4293291.7583,3855067.9815,
,,,,,,,,,,,,-2699458.6333,-4293291.9163,3855067.5903,
,,,,,,,,,,,,-2699459.1037,-4293291.8164,3855066.9924,
,,,,,,,,,,,,-2699459.5936,-4293291.5724,3855066.8267,
,,,,,,,,,,,,-2699459.9633,-4293291.2724,3855067.1284,
,,,,,,,,,,,,-2699460.187,-4293291.0582,3855067.3139,
,,,,,,,,,,,,-2699460.4224,-4293291.1165,3855067.0053,
,,,,,,,,,,,,-2699460.7915,-4293291.4635,3855066.4338,
,,,,,,,,,,,,-2699461.204,-4293292.0112,3855066.272,
,,,,,,,,,,,,-2699461.4734,-4293292.6683,3855066.7471,
,,,,,,,,,,,,-2699461.5164,-4293293.3169,3855067.401,
,,,,,,,,,,,,-2699461.5264,-4293292.8449,3855067.2592,
,,,,,,,,,,,,-2699461.4475,-4293292.6477,3855067.6427,
,,,,,,,,,,,,-2699461.2968,-4293292.694,3855067.9058,
,,,,,,,,,,,,-2699461.2735,-4293292.9017,3855067.5631,
,,,,,,,,,,,,-2699461.4395,-4293293.1828,3855066.8907,
,,,,,,,,,,,,-2699461.6446,-4293293.3969,3855066.6571,
,,,,,,,,,,,,-2699461.6695,-4293293.3545,3855067.0591,
,,,,,,,,,,,,-2699461.4456,-4293293.0106,3855067.6786,
,,,,,,,,,,,,-2699461.1717,-4293292.4352,3855067.7947,
,,,,,,,,,,,,-2699461.0301,-4293291.7262,3855067.3799,
,,,,,,,,,,,,-2699460.9998,-4293292.4379,3855067.7971,
,,,,,,,,,,,,-2699460.9629,-4293292.9447,3855067.6719,
,,,,,,,,,,,,-2699461.0484,-4293293.124,3855067.2019,
,,,,,,,,,,,,-2699461.2229,-4293293.0184,3855067.0974,
,,,,,,,,,,,,-2699461.3656,-4293292.7472,3855067.635,
,,,,,,,,,,,,-2699461.4225,-4293292.421,3855068.3441,
,,,,,,,,,,,,-2699461.5154,-4293292.2117,3855068.4349,
,,,,,,,,,,,,-2699461.7694,-4293292.2827,3855067.8866,
,,,,,,,,,,,,-2699462.2113,-4293292.6403,3855067.3047,
,,,,,,,,,,,,-2699462.684,-4293293.1605,3855067.3217,
,,,,,,,,,,,,-2699462.3867,-4293292.6869,3855067.9284,
,,,,,,,,,,,,-2699462.2033,-4293292.2596,3855068.2718,
,,,,,,,,,,,,-2699462.0508,-4293292.013,3855067.889,
,,,,,,,,,,,,-2699461.8433,-4293291.9949,3855067.1409,
,,,,,,,,,,,,-2699461.6385,-4293292.1211,3855066.9233,
,,,,,,,,,,,,-2699461.5255,-4293292.2983,3855067.4314,
,,,,,,,,,,,,-2699461.5342,-4293292.443,3855068.0715,
,,,,,,,,,,,,-2699461.5296,-4293292.4182,3855068.0202,
,,,,,,,,,,,,-2699461.4136,-4293292.1196,3855067.358,
,,,,,,,,,,,,-2699461.2049,-4293291.5885,3855066.9334,
,,,,,,,,,,,,-2699461.304,-4293291.9562,3855066.4161,
,,,,,,,,,,,,-2699461.3638,-4293292.3495,3855065.3734,
,,,,,,,,,,,,-2699461.4075,-4293292.7016,3855065.0117,
,,,,,,,,,,,,-2699461.4778,-4293292.9301,3855065.5782,
,,,,,,,,,,,,-2699461.5834,-4293293.0312,3855066.2031,
,,,,,,,,,,,,-2699461.6814,-4293293.0432,3855065.9917,
,,,,,,,,,,,,-2699461.7356,-4293293.0081,3855065.2325,
,,,,,,,,,,,,-2699461.7526,-4293292.9749,3855064.9743,
,,,,,,,,,,,,-2699461.7886,-4293293.0274,3855065.6169,
,,,,,,,,,,,,-2699461.8875,-4293293.1949,3855066.5354,
,,,,,,,,,,,,-2699461.5389,-4293292.4669,3855066.5276,
,,,,,,,,,,,,-2699461.27,-4293291.5851,3855066.5681,
,,,,,,,,,,,,-2699461.1683,-4293290.6616,3855066.6099,
,,,,,,,,,,,,-2699461.0987,-4293289.8946,3855066.6018,
,,,,,,,,,,,,-2699460.9404,-4293289.4534,3855066.5596,
,,,,,,,,,,,,-2699460.6827,-4293289.3099,3855066.5397,
,,,,,,,,,,,,-2699460.4948,-4293289.3617,3855066.577,
,,,,,,,,,,,,-2699460.4656,-4293289.5157,3855066.632,
,,,,,,,,,,,,-2699460.5179,-4293289.6141,3855066.6443,
,,,,,,,,,,,,-2699460.4316,-4293289.4449,3855066.6,
,,,,,,,,,,,,-2699460.7007,-4293289.8109,3855066.0559,
,,,,,,,,,,,,-2699461.0479,-4293290.3412,3855066.1261,
,,,,,,,,,,,,-2699461.3109,-4293290.9703,3855066.7274,
,,,,,,,,,,,,-2699461.4156,-4293291.6023,3855067.1137,
,,,,,,,,,,,,-2699461.4817,-4293292.0708,3855066.8637,
,,,,,,,,,,,,-2699461.6119,-4293292.3354,3855066.2887,
,,,,,,,,,,,,-2699461.7488,-4293292.4356,3855066.1273,
,,,,,,,,,,,,-2699461.7749,-4293292.4204,3855066.5275,
,,,,,,,,,,,,-2699461.7031,-4293292.3592,3855066.9042,
,,,,,,,,,,,,-2699461.7092,-4293292.4353,3855066.7598,
,,,,,,,,,,,,-2699461.2791,-4293292.3433,3855067.1674,
,,,,,,,,,,,,-2699460.6425,-4293292.1835,3855067.246,
,,,,,,,,,,,,-2699460.1724,-4293291.9652,3855066.8539,
,,,,,,,,,,,,-2699460.042,-4293291.7043,3855066.3946,
,,,,,,,,,,,,-2699460.0411,-4293291.4497,3855066.4071,
,,,,,,,,,,,,-2699459.9064,-4293291.2425,3855066.7871,
,,,,,,,,,,,,-2699459.6749,-4293291.095,3855066.9507,
,,,,,,,,,,,,-2699459.6181,-4293290.9992,3855066.5901,
,,,,,,,,,,,,-2699459.8946,-4293290.9398,3855066.0386,
,,,,,,,,,,,,-2699460.219,-4293290.8854,3855065.9402,
,,,,,,,,,,,,-2699460.2277,-4293290.9362,3855065.5379,
,,,,,,,,,,,,-2699460.7152,-4293291.0206,3855065.0398,
,,,,,,,,,,,,-2699461.2436,-4293291.1335,3855064.9172,
,,,,,,,,,,,,-2699461.3967,-4293291.2653,3855065.1181,
,,,,,,,,,,,,-2699461.1169,-4293291.403,3855065.2191,
,,,,,,,,,,,,-2699460.8014,-4293291.5192,3855064.993,
,,,,,,,,,,,,-2699460.7948,-4293291.5987,3855064.6564,
,,,,,,,,,,,,-2699460.953,-4293291.646,3855064.6724,
,,,,,,,,,,,,-2699460.9318,-4293291.6696,3855065.0998,
,,,,,,,,,,,,-2699460.6073,-4293291.6785,3855065.5167,
,,,,,,,,,,,,-2699460.7167,-4293291.8427,3855065.4816,
,,,,,,,,,,,,-2699460.6675,-4293292.2608,3855065.086,
,,,,,,,,,,,,-2699460.4521,-4293292.9236,3855064.8071,
,,,,,,,,,,,,-2699460.2169,-4293293.7657,3855064.9357,
,,,,,,,,,,,,-2699460.0458,-4293294.7304,3855065.2779,
,,,,,,,,,,,,-2699459.9258,-4293295.6495,3855065.3471,
,,,,,,,,,,,,-2699459.7548,-4293296.3155,3855065.0392,
,,,,,,,,,,,,-2699459.4736,-4293296.6849,3855064.686,
,,,,,,,,,,,,-2699459.1966,-4293296.8222,3855064.711,
,,,,,,,,,,,,-2699459.0328,-4293296.7883,3855065.0479,
,,,,,,,,,,,,-2699459.0762,-4293296.8384,3855065.4365,
,,,,,,,,,,,,-2699459.1728,-4293296.7798,3855064.9861,
,,,,,,,,,,,,-2699459.4078,-4293296.5458,3855064.0652,
,,,,,,,,,,,,-2699459.7019,-4293296.1616,3855063.6438,
,,,,,,,,,,,,-2699459.9243,-4293295.6732,3855064.0761,
,,,,,,,,,,,,-2699460.0569,-4293295.1523,3855064.7515,
,,,,,,,,,,,,-2699460.202,-4293294.7159,3855064.8345,
,,,,,,,,,,,,-2699460.4314,-4293294.4559,3855064.3193,
,,,,,,,,,,,,-2699460.7032,-4293294.3691,3855064.0476,
,,,,,,,,,,,,-2699460.8921,-4293294.4119,3855064.5646,
,,,,,,,,,,,,-2699460.8364,-4293294.5506,3855063.8008,
,,,,,,,,,,,,-2699460.8282,-4293294.6271,3855063.4963,
,,,,,,,,,,,,-2699460.6835,-4293294.5114,3855063.909,
,,,,,,,,,,,,-2699460.3451,-4293294.1714,3855064.595,
,,,,,,,,,,,,-2699459.9963,-4293293.6455,3855064.8528,
,,,,,,,,,,,,-2699459.8371,-4293292.9996,3855064.5739,
,,,,,,,,,,,,-2699459.8844,-4293292.3541,3855064.2725,
,,,,,,,,,,,,-2699459.9522,-4293291.8468,3855064.3679,
,,,,,,,,,,,,-2699459.872,-4293291.5646,3855064.6912,
,,,,,,,,,,,,-2699459.6507,-4293291.5168,3855064.6417,
,,,,,,,,,,,,-2699459.434,-4293291.6626,3855064.0638,
,,,,,,,,,,,,-2699459.3014,-4293291.9482,3855063.484,
,,,,,,,,,,,,-2699459.2012,-4293292.2387,3855063.5349,
,,,,,,,,,,,,-2699458.9824,-4293292.3972,3855064.1577,
,,,,,,,,,,,,-2699458.589,-4293292.3589,3855064.6533,
,,,,,,,,,,,,-2699458.1031,-4293292.1291,3855064.6081,
,,,,,,,,,,,,-2699457.6394,-4293291.728,3855064.2721,
,,,,,,,,,,,,-2699457.2454,-4293291.256,3855064.2798,
,,,,,,,,,,,,-2699456.8583,-4293290.8749,3855064.6591,
,,,,,,,,,,,,-2699456.4371,-4293290.6537,3855064.975,
,,,,,,,,,,,,-2699456.829,-4293290.7264,3855065.1608,
,,,,,,,,,,,,-2699457.0911,-4293290.6732,3855065.6699,
,,,,,,,,,,,,-2699457.2233,-4293290.5667,3855065.898,
,,,,,,,,,,,,-2699457.3676,-4293290.5672,3855065.575,
,,,,,,,,,,,,-2699457.6354,-4293290.7554,3855064.9955,
,,,,,,,,,,,,-2699457.995,-4293291.1018,3855064.8829,
,,,,,,,,,,,,-2699458.3308,-4293291.5656,3855065.405,
,,,,,,,,,,,,-2699458.6121,-4293292.0914,3855066.0169,
,,,,,,,,,,,,-2699458.895,-4293292.5657,3855066.0317,
,,,,,,,,,,,,-2699459.2251,-4293292.8697,3855065.4844,
,,,,,,,,,,,,-2699459.572,-4293293.0108,3855065.0445,
,,,,,,,,,,,,-2699459.8265,-4293293.0302,3855065.1858,
,,,,,,,,,,,,-2699459.9591,-4293292.9589,3855065.6676,
,,,,,,,,,,,,-2699460.0344,-4293292.8676,3855065.8267,
,,,,,,,,,,,,-2699460.1995,-4293292.8875,3855065.4033,
,,,,,,,,,,,,-2699460.5107,-4293293.0695,3855064.8151,
,,,,,,,,,,,,-2699460.8734,-4293293.3804,3855064.7167,
,,,,,,,,,,,,-2699461.1486,-4293293.7683,3855065.1923,
,,,,,,,,,,,,-2699461.313,-4293294.163,3855065.5722,
,,,,,,,,,,,,-2699461.4697,-4293294.4457,3855065.3653,
,,,,,,,,,,,,-2699461.7408,-4293294.5222,3855064.7379,
,,,,,,,,,,,,-2699462.0464,-4293294.4277,3855064.5381,
,,,,,,,,,,,,-2699462.2513,-4293294.2408,3855065.0392,
,,,,,,,,,,,,-2699462.2885,-4293294.0234,3855065.752,
,,,,,,,,,,,,-2699462.344,-4293293.8737,3855065.892,
,,,,,,,,,,,,-2699462.5727,-4293293.8908,3855065.4934,
,,,,,,,,,,,,-2699462.9637,-4293294.0505,3855065.3256,
,,,,,,,,,,,,-2699463.3433,-4293294.2851,3855065.8267,
,,,,,,,,,,,,-2699463.5972,-4293294.5574,3855066.58,
,,,,,,,,,,,,-2699463.7814,-4293294.7878,3855066.7496,
,,,,,,,,,,,,-2699463.983,-4293294.8548,3855066.3284,
,,,,,,,,,,,,-2699464.2571,-4293294.7518,3855065.9497,
,,,,,,,,,,,,-2699464.5147,-4293294.5331,3855066.1574,
,,,,,,,,,,,,-2699464.6898,-4293294.2315,3855066.6729,
,,,,,,,,,,,,-2699464.8114,-4293293.9201,3855066.7166,
,,,,,,,,,,,,-2699464.9952,-4293293.7549,3855066.0788,
,,,,,,,,,,,,-2699465.3293,-4293293.7937,3855065.2176,
,,,,,,,,,,,,-2699465.6869,-4293294.0017,3855065.0377,
,,,,,,,,,,,,-2699465.9216,-4293294.3349,3855065.6826,
,,,,,,,,,,,,-2699465.9495,-4293294.7426,3855066.5252,
,,,,,,,,,,,,-2699465.9407,-4293294.3931,3855066.3396,
,,,,,,,,,,,,-2699465.7802,-4293294.2124,3855066.768,
,,,,,,,,,,,,-2699465.4329,-4293294.1876,3855067.0645,
,,,,,,,,,,,,-2699465.0671,-4293294.2601,3855066.7181,
,,,,,,,,,,,,-2699464.8024,-4293294.4104,3855066.1626,
,,,,,,,,,,,,-2699464.5875,-4293294.5331,3855066.176,
,,,,,,,,,,,,-2699464.2896,-4293294.4853,3855066.8693,
,,,,,,,,,,,,-2699463.8261,-4293294.2342,3855067.5752,
,,,,,,,,,,,,-2699463.3332,-4293293.8175,3855067.6019,
,,,,,,,,,,,,-2699462.9713,-4293293.2331,3855067.0131,
,,,,,,,,,,,,-2699462.8226,-4293292.5488,3855067.4493,
,,,,,,,,,,,,-2699462.7268,-4293291.9359,3855067.3377,
,,,,,,,,,,,,-2699462.5008,-4293291.477,3855066.9113,
,,,,,,,,,,,,-2699462.1281,-4293291.1649,3855066.8607,
,,,,,,,,,,,,-2699461.7491,-4293290.9934,3855067.347,
,,,,,,,,,,,,-2699461.4814,-4293290.8981,3855067.8653,
,,,,,,,,,,,,-2699461.2242,-4293290.7494,3855067.8037,
,,,,,,,,,,,,-2699460.8628,-4293290.4546,3855067.2734,
,,,,,,,,,,,,-2699460.3424,-4293290.0188,3855066.9468,
,,,,,,,,,,,,-2699459.8028,-4293289.4914,3855067.2396,
,,,,,,,,,,,,-2699458.9778,-4293289.9324,3855067.2502,
,,,,,,,,,,,,-2699458.4032,-4293290.3293,3855067.252,
,,,,,,,,,,,,-2699457.8275,-4293290.5825,3855067.2422,
,,,,,,,,,,,,-2699456.9963,-4293290.6797,3855067.2309,
,,,,,,,,,,,,-2699456.0356,-4293290.6667,3855067.2294,
,,,,,,,,,,,,-2699455.253,-4293290.5761,3855067.2369,
,,,,,,,,,,,,-2699454.7763,-4293290.4503,3855067.2412,
,,,,,,,,,,,,-2699454.3372,-4293290.4134,3855067.2354,
,,,,,,,,,,,,-2699453.6821,-4293290.5066,3855067.2243,
,,,,,,,,,,,,-2699452.9435,-4293290.6965,3855067.2224,
,,,,,,,,,,,,-2699453.2133,-4293290.2944,3855066.8862,
,,,,,,,,,,,,-2699453.3039,-4293289.7999,3855066.4914,
,,,,,,,,,,,,-2699453.3702,-4293289.3778,3855066.4554,
,,,,,,,,,,,,-2699453.5666,-4293289.1577,3855066.747,
,,,,,,,,,,,,-2699453.8827,-4293289.1048,3855066.9218,
,,,,,,,,,,,,-2699454.1801,-4293289.1799,3855066.7401,
,,,,,,,,,,,,-2699454.3739,-4293289.358,3855066.3698,
,,,,,,,,,,,,-2699454.5556,-4293289.489,3855066.2608,
,,,,,,,,,,,,-2699454.8421,-4293289.3676,3855066.5279,
,,,,,,,,,,,,-2699455.2711,-4293288.9754,3855066.9336,
,,,,,,,,,,,,-2699455.666,-4293289.4762,3855066.7257,
,,,,,,,,,,,,-2699455.94,-4293290.0937,3855067.1693,
,,,,,,,,,,,,-2699456.0878,-4293290.7226,3855067.7434,
,,,,,,,,,,,,-2699456.2773,-4293291.2074,3855067.7348,
,,,,,,,,,,,,-2699456.614,-4293291.4486,3855067.1727,
,,,,,,,,,,,,-2699457.0755,-4293291.47,3855066.7597,
,,,,,,,,,,,,-2699457.5133,-4293291.3551,3855067.0073,
,,,,,,,,,,,,-2699457.8457,-4293291.1602,3855067.5941,
,,,,,,,,,,,,-2699458.1325,-4293291.0044,3855067.7061,
,,,,,,,,,,,,-2699458.4813,-4293291.0646,3855067.1911,
,,,,,,,,,,,,-2699458.9797,-4293291.3813,3855066.5535,
,,,,,,,,,,,,-2699459.5065,-4293291.8974,3855066.4856,
,,,,,,,,,,,,-2699459.9545,-4293292.5541,3855066.9521,
,,,,,,,,,,,,-2699460.2732,-4293293.2159,3855067.3187,
,,,,,,,,,,,,-2699460.6252,-4293293.6913,3855067.1072,
,,,,,,,,,,,,-2699461.0879,-4293293.8702,3855066.5357,
,,,,,,,,,,,,-2699461.5592,-4293293.7664,3855066.389,
,,,,,,,,,,,,-2699461.8541,-4293293.4843,3855066.9293,
,,,,,,,,,,,,-2699461.9229,-4293293.1849,3855067.6042,
,,,,,,,,,,,,-2699461.9821,-4293293.0642,3855067.5464,
,,,,,,,,,,,,-2699462.0189,-4293293.1089,3855068.7385,
,,,,,,,,,,,,-2699462.0866,-4293293.2283,3855069.7013,
,,,,,,,,,,,,-2699462.1402,-4293293.4025,3855069.2525,
,,,,,,,,,,,,-2699462.1675,-4293293.5999,3855067.9137,
,,,,,,,,,,,,-2699462.1746,-4293293.7791,3855067.1511,
,,,,,,,,,,,,-2699462.1999,-4293293.9028,3855067.6648,
,,,,,,,,,,,,-2699462.2595,-4293293.9642,3855068.717,
,,,,,,,,,,,,-2699462.3324,-4293293.9749,3855069.0338,
,,,,,,,,,,,,-2699462.3828,-4293293.957,3855068.3608,
,,,,,,,,,,,,-2699462.4077,-4293293.9411,3855067.7337,
,,,,,,,,,,,,-2699462.2397,-4293293.8042,3855067.6301,
,,,,,,,,,,,,-2699461.9245,-4293293.3718,3855067.2728,
,,,,,,,,,,,,-2699461.6198,-4293292.6766,3855067.1439,
,,,,,,,,,,,,-2699461.5233,-4293291.7767,3855067.4066,
,,,,,,,,,,,,-2699461.6204,-4293290.7613,3855067.7574,
,,,,,,,,,,,,-2699461.6922,-4293289.8233,3855067.77,
,,,,,,,,,,,,-2699461.596,-4293289.1157,3855067.4964,
,,,,,,,,,,,,-2699461.4804,-4293288.6535,3855067.4395,
,,,,,,,,,,,,-2699461.5498,-4293288.4259,3855067.8292,
,,,,,,,,,,,,-2699461.8639,-4293288.3886,3855068.3761,
,,,,,,,,,,,,-2699462.1114,-4293288.3726,3855068.153,
,,,,,,,,,,,,-2699462.1835,-4293288.1976,3855068.6398,
,,,,,,,,,,,,-2699462.0361,-4293287.8043,3855069.2025,
,,,,,,,,,,,,-2699461.8678,-4293287.1983,3855069.1826,
,,,,,,,,,,,,-2699461.7842,-4293286.4302,3855068.789,
,,,,,,,,,,,,-2699461.7748,-4293285.6386,3855068.6917,
,,,,,,,,,,,,-2699461.7257,-4293285.0095,3855069.0946,
,,,,,,,,,,,,-2699461.5625,-4293284.6465,3855069.5974,
,,,,,,,,,,,,-2699461.3858,-4293284.5502,3855069.5221,
,,,,,,,,,,,,-2699461.3161,-4293284.6793,3855068.8998,
,,,,,,,,,,,,-2699461.1889,-4293284.579,3855069.3453,
,,,,,,,,,,,,-2699461.0832,-4293284.4921,3855069.2414,
,,,,,,,,,,,,-2699461.2542,-4293284.4701,3855068.7362,
,,,,,,,,,,,,-2699461.6203,-4293284.5224,3855068.5173,
,,,,,,,,,,,,-2699461.8573,-4293284.6444,3855068.928,
,,,,,,,,,,,,-2699461.823,-4293284.8243,3855069.5967,
,,,,,,,,,,,,-2699461.7158,-4293285.0222,3855069.8343,
,,,,,,,,,,,,-2699461.8858,-4293285.1856,3855069.5546,
,,,,,,,,,,,,-2699462.4057,-4293285.3054,3855069.3152,
,,,,,,,,,,,,-2699463.0254,-4293285.3906,3855069.5547,
,,,,,,,,,,,,-2699462.6864,-4293285.5433,3855069.7864,
,,,,,,,,,,,,-2699462.4373,-4293285.6542,3855069.84,
,,,,,,,,,,,,-2699462.0798,-4293285.8396,3855069.6577,
,,,,,,,,,,,,-2699461.53,-4293286.1191,3855069.4463,
