"complementaryfilter",,,"GPSx","GPSy","GPSz","mu",,,,,,"IMUonly",,,
,,,,,,,,,,,,-2699498.8811,-4293274.4304,3855076.4328,
,,,,,,,,,,,,-2699497.8708,-4293274.3963,3855076.5177,
,,,,,,,,,,,,-2699497.1302,-4293274.3487,3855077.1827,
,,,,,,,,,,,,-2699496.7935,-4293274.2947,3855077.8321,
,,,,,,,,,,,,-2699496.5747,-4293274.2439,3855077.8257,
,,,,,,,,,,,,-2699496.1914,-4293274.2059,3855077.344,
,,,,,,,,,,,,-2699496.1648,-4293273.9018,3855077.5866,
,,,,,,,,,,,,-2699496.1369,-4293273.8052,3855077.2938,
,,,,,,,,,,,,-2699496.1168,-4293273.8799,3855076.7281,
,,,,,,,,,,,,-2699496.1021,-4293274.0363,3855076.5776,
,,,,,,,,,,,,-2699496.0857,-4293274.0983,3855076.9713,
,,,,,,,,,,,,-2699496.061,-4293273.9637,3855077.5488,
,,,,,,,,,,,,-2699496.0357,-4293273.6052,3855077.5616,
,,,,,,,,,,,,-2699496.0156,-4293273.0102,3855077.0241,
,,,,,,,,,,,,-2699496.0024,-4293272.2197,3855076.5116,
,,,,,,,,,,,,-2699495.9858,-4293271.3806,3855076.5997,
,,,,,,,,,,,,-2699496.3587,-4293272.1309,3855076.6071,
,,,,,,,,,,,,-2699496.788,-4293272.7259,3855076.6066,
,,,,,,,,,,,,-2699497.1598,-4293273.1298,3855076.595,
,,,,,,,,,,,,-2699497.4365,-4293273.3321,3855076.5824,
,,,,,,,,,,,,-2699497.7131,-4293273.4379,3855076.5827,
,,,,,,,,,,,,-2699498.1192,-4293273.5964,3855076.5944,
,,,,,,,,,,,,-2699498.7206,-4293273.8639,3855076.6063,
,,,,,,,,,,,,-2699499.4043,-4293274.2491,3855076.6073,
,,,,,,,,,,,,-2699499.9911,-4293274.7618,3855076.5987,
,,,,,,,,,,,,-2699500.4004,-4293275.3327,3855076.5918,
,,,,,,,,,,,,-2699500.0267,-4293274.8458,3855076.5378,
,,,,,,,,,,,,-2699499.5232,-4293274.5177,3855076.3382,
,,,,,,,,,,,,-2699498.9228,-4293274.327,3855076.3501,
,,,,,,,,,,,,-2699498.4114,-4293274.2437,3855076.6555,
,,,,,,,,,,,,-2699498.1042,-4293274.2495,3855076.9989,
,,,,,,,,,,,,-2699497.8465,-4293274.2608,3855076.9981,
,,,,,,,,,,,,-2699497.4698,-4293274.1454,3855076.7044,
,,,,,,,,,,,,-2699496.8874,-4293273.9143,3855076.4547,
,,,,,,,,,,,,-2699496.2735,-4293273.6302,3855076.5518,
,,,,,,,,,,,,-2699495.8084,-4293273.2918,3855076.8544,
,,,,,,,,,,,,-2699496.0214,-4293273.557,3855076.5195,
,,,,,,,,,,,,-2699496.2099,-4293273.7271,3855076.8383,
,,,,,,,,,,,,-2699496.5271,-4293273.7708,3855077.3659,
,,,,,,,,,,,,-2699496.9346,-4293273.7424,3855077.2851,
,,,,,,,,,,,,-2699497.3185,-4293273.6479,3855076.6196,
,,,,,,,,,,,,-2699497.577,-4293273.5018,3855076.0279,
,,,,,,,,,,,,-2699497.8324,-4293273.4094,3855076.1936,
,,,,,,,,,,,,-2699498.2179,-4293273.452,3855076.9437,
,,,,,,,,,,,,-2699498.7978,-4293273.6133,3855077.4282,
,,,,,,,,,,,,-2699499.4281,-4293273.8864,3855077.1861,
,,,,,,,,,,,,-2699498.866,-4293273.4758,3855076.5788,
,,,,,,,,,,,,-2699498.4778,-4293273.0172,3855076.3711,
,,,,,,,,,,,,-2699498.1208,-4293272.6154,3855076.7362,
,,,,,,,,,,,,-2699497.6627,-4293272.3142,3855077.2388,
,,,,,,,,,,,,-2699497.1741,-4293272.1067,3855077.1525,
,,,,,,,,,,,,-2699496.8174,-4293271.9916,3855076.4401,
,,,,,,,,,,,,-2699496.6605,-4293271.9618,3855075.7659,
,,,,,,,,,,,,-2699496.483,-4293271.9196,3855075.777,
,,,,,,,,,,,,-2699496.1147,-4293271.7668,3855076.3685,
,,,,,,,,,,,,-2699495.5415,-4293271.4915,3855076.6734,
,,,,,,,,,,,,-2699496.1317,-4293271.8921,3855077.0505,
,,,,,,,,,,,,-2699496.6154,-4293272.4132,3855077.7354,
,,,,,,,,,,,,-2699496.9882,-4293272.9681,3855077.8551,
,,,,,,,,,,,,-2699497.3583,-4293273.4187,3855077.343,
,,,,,,,,,,,,-2699497.8006,-4293273.7229,3855076.7576,
,,,,,,,,,,,,-2699498.3018,-4293273.8831,3855076.7563,
,,,,,,,,,,,,-2699498.7555,-4293273.9218,3855077.3005,
,,,,,,,,,,,,-2699499.1178,-4293273.9089,3855077.7476,
,,,,,,,,,,,,-2699499.4818,-4293273.9819,3855077.6114,
,,,,,,,,,,,,-2699499.9579,-4293274.2033,3855077.0434,
,,,,,,,,,,,,-2699499.3818,-4293273.8401,3855077.2317,
,,,,,,,,,,,,-2699498.8726,-4293273.3583,3855076.6833,
,,,,,,,,,,,,-2699498.5346,-4293272.7881,3855075.8269,
,,,,,,,,,,,,-2699498.3185,-4293272.2253,3855075.5657,
,,,,,,,,,,,,-2699497.9943,-4293271.7875,3855076.027,
,,,,,,,,,,,,-2699497.4486,-4293271.5123,3855076.5554,
,,,,,,,,,,,,-2699496.7974,-4293271.3823,3855076.493,
,,,,,,,,,,,,-2699496.3192,-4293271.4011,3855075.9416,
,,,,,,,,,,,,-2699496.0851,-4293271.5099,3855075.7233,
,,,,,,,,,,,,-2699495.8722,-4293271.5362,3855076.1593,
,,,,,,,,,,,,-2699496.3038,-4293271.7016,3855075.4089,
,,,,,,,,,,,,-2699496.9603,-4293272.0537,3855075.2789,
,,,,,,,,,,,,-2699497.6421,-4293272.5774,3855075.8716,
,,,,,,,,,,,,-2699498.1846,-4293273.2164,3855076.632,
,,,,,,,,,,,,-2699498.566,-4293273.8081,3855076.717,
,,,,,,,,,,,,-2699498.8795,-4293274.1971,3855076.2684,
,,,,,,,,,,,,-2699499.1978,-4293274.3764,3855075.9606,
,,,,,,,,,,,,-2699499.4426,-4293274.3945,3855076.349,
,,,,,,,,,,,,-2699499.4923,-4293274.314,3855077.0856,
,,,,,,,,,,,,-2699499.3795,-4293274.2728,3855077.3765,
,,,,,,,,,,,,-2699499.3885,-4293274.4575,3855077.2534,
,,,,,,,,,,,,-2699498.9213,-4293274.9183,3855077.0432,
,,,,,,,,,,,,-2699498.1968,-4293275.5986,3855076.9858,
,,,,,,,,,,,,-2699497.6853,-4293276.4409,3855077.1189,
,,,,,,,,,,,,-2699497.529,-4293277.3451,3855077.3045,
,,,,,,,,,,,,-2699497.4173,-4293278.1103,3855077.3265,
,,,,,,,,,,,,-2699497.0496,-4293278.5856,3855077.2277,
,,,,,,,,,,,,-2699496.4079,-4293278.7846,3855077.1815,
,,,,,,,,,,,,-2699495.7797,-4293278.7627,3855077.2899,
,,,,,,,,,,,,-2699495.3722,-4293278.5796,3855077.4492,
,,,,,,,,,,,,-2699495.4922,-4293278.4137,3855077.5285,
,,,,,,,,,,,,-2699495.634,-4293278.4814,3855076.9671,
,,,,,,,,,,,,-2699495.8997,-4293278.8356,3855076.1946,
,,,,,,,,,,,,-2699496.2065,-4293279.4303,3855076.0212,
,,,,,,,,,,,,-2699496.4183,-4293280.1815,3855076.5466,
,,,,,,,,,,,,-2699496.4657,-4293280.975,3855077.3238,
,,,,,,,,,,,,-2699496.5094,-4293281.605,3855077.5634,
,,,,,,,,,,,,-2699496.7304,-4293281.9603,3855077.272,
,,,,,,,,,,,,-2699497.19,-4293282.0384,3855077.0043,
,,,,,,,,,,,,-2699497.733,-4293281.922,3855077.243,
,,,,,,,,,,,,-2699498.6861,-4293281.8351,3855076.8397,
,,,,,,,,,,,,-2699499.4933,-4293281.7594,3855076.7489,
,,,,,,,,,,,,-2699500.4689,-4293281.7513,3855077.1459,
,,,,,,,,,,,,-2699501.833,-4293281.8342,3855077.8029,
,,,,,,,,,,,,-2699503.3895,-4293281.997,3855078.0365,
,,,,,,,,,,,,-2699504.7593,-4293282.2166,3855077.6718,
,,,,,,,,,,,,-2699505.6995,-4293282.458,3855077.0631,
,,,,,,,,,,,,-2699506.4055,-4293282.6666,3855076.907,
,,,,,,,,,,,,-2699507.0907,-4293282.8101,3855077.168,
,,,,,,,,,,,,-2699507.8114,-4293282.8953,3855077.3633,
,,,,,,,,,,,,-2699507.5815,-4293282.7465,3855076.869,
,,,,,,,,,,,,-2699507.5011,-4293282.6365,3855076.058,
,,,,,,,,,,,,-2699507.4592,-4293282.4485,3855075.6881,
,,,,,,,,,,,,-2699507.2464,-4293282.0757,3855076.0575,
,,,,,,,,,,,,-2699506.7682,-4293281.515,3855076.661,
,,,,,,,,,,,,-2699506.1566,-4293280.8372,3855076.8275,
,,,,,,,,,,,,-2699505.6063,-4293280.0946,3855076.4891,
,,,,,,,,,,,,-2699505.2565,-4293279.3793,3855076.1411,
,,,,,,,,,,,,-2699505.0124,-4293278.8321,3855076.2498,
,,,,,,,,,,,,-2699504.7389,-4293278.5597,3855076.6221,
,,,,,,,,,,,,-2699505.1551,-4293278.5945,3855076.6309,
,,,,,,,,,,,,-2699505.5424,-4293278.4089,3855076.8975,
,,,,,,,,,,,,-2699505.8284,-4293278.0759,3855077.2323,
,,,,,,,,,,,,-2699506.1261,-4293277.7623,3855077.3095,
,,,,,,,,,,,,-2699506.615,-4293277.669,3855077.0882,
,,,,,,,,,,,,-2699507.3974,-4293277.8309,3855076.8001,
,,,,,,,,,,,,-2699508.3081,-4293278.1662,3855076.7353,
,,,,,,,,,,,,-2699509.0791,-4293278.6116,3855076.8918,
,,,,,,,,,,,,-2699509.5463,-4293279.0503,3855077.0173,
,,,,,,,,,,,,-2699509.8817,-4293279.3173,3855076.9459,
,,,,,,,,,,,,-2699510.5898,-4293279.3185,3855076.9511,
,,,,,,,,,,,,-2699511.4674,-4293279.4691,3855076.9511,
,,,,,,,,,,,,-2699512.1934,-4293279.7222,3855076.9443,
,,,,,,,,,,,,-2699512.5466,-4293280.0184,3855076.9367,
,,,,,,,,,,,,-2699512.8047,-4293280.2643,3855076.9366,
,,,,,,,,,,,,-2699513.2442,-4293280.3563,3855076.942,
,,,,,,,,,,,,-2699514.0947,-4293280.2789,3855076.9452,
,,,,,,,,,,,,-2699515.0579,-4293280.0748,3855076.9409,
,,,,,,,,,,,,-2699515.9417,-4293279.7962,3855076.934,
,,,,,,,,,,,,-2699516.5246,-4293279.5136,3855076.9322,
,,,,,,,,,,,,-2699515.9601,-4293279.4621,3855076.4586,
,,,,,,,,,,,,-2699515.2494,-4293279.4576,3855075.9104,
,,,,,,,,,,,,-2699514.4458,-4293279.4878,3855075.9143,
,,,,,,,,,,,,-2699513.867,-4293279.5393,3855076.5162,
,,,,,,,,,,,,-2699513.6413,-4293279.591,3855077.014,
,,,,,,,,,,,,-2699513.4547,-4293279.6029,3855076.8912,
,,,,,,,,,,,,-2699512.9754,-4293279.5538,3855076.3087,
,,,,,,,,,,,,-2699512.1147,-4293279.4437,3855076.1003,
,,,,,,,,,,,,-2699511.2155,-4293279.2805,3855076.5719,
,,,,,,,,,,,,-2699510.5688,-4293279.0863,3855077.2879,
,,,,,,,,,,,,-2699510.3781,-4293278.3154,3855077.1756,
,,,,,,,,,,,,-2699510.176,-4293277.696,3855077.8187,
,,,,,,,,,,,,-2699509.8525,-4293277.3217,3855078.528,
,,,,,,,,,,,,-2699509.4713,-4293277.201,3855078.427,
,,,,,,,,,,,,-2699509.2033,-4293277.3042,3855077.6058,
,,,,,,,,,,,,-2699509.1392,-4293277.5598,3855076.8398,
,,,,,,,,,,,,-2699509.1313,-4293277.8169,3855076.8359,
,,,,,,,,,,,,-2699508.995,-4293277.9248,3855077.4025,
,,,,,,,,,,,,-2699508.6476,-4293277.8412,3855077.7245,
,,,,,,,,,,,,-2699508.2447,-4293277.5649,3855077.3728,
,,,,,,,,,,,,-2699508.5669,-4293278.0056,3855077.9844,
,,,,,,,,,,,,-2699508.7254,-4293278.5261,3855078.1013,
,,,,,,,,,,,,-2699508.846,-4293279.0096,3855077.5738,
,,,,,,,,,,,,-2699509.0177,-4293279.4215,3855076.9758,
,,,,,,,,,,,,-2699509.1744,-4293279.7753,3855077.0389,
,,,,,,,,,,,,-2699509.1243,-4293280.0885,3855077.8228,
,,,,,,,,,,,,-2699508.7968,-4293280.4264,3855078.6353,
,,,,,,,,,,,,-2699508.4681,-4293280.8822,3855078.6948,
,,,,,,,,,,,,-2699508.3843,-4293281.5038,3855078.093,
,,,,,,,,,,,,-2699508.5355,-4293282.3122,3855077.673,
,,,,,,,,,,,,-2699508.6172,-4293283.0178,3855077.279,
,,,,,,,,,,,,-2699508.5043,-4293283.7656,3855076.355,
,,,,,,,,,,,,-2699508.2602,-4293284.4701,3855076.0402,
,,,,,,,,,,,,-2699508.0077,-4293285.0629,3855076.4975,
,,,,,,,,,,,,-2699507.8479,-4293285.4794,3855077.2052,
,,,,,,,,,,,,-2699507.6494,-4293285.7495,3855077.2395,
,,,,,,,,,,,,-2699507.2739,-4293285.9264,3855076.6865,
,,,,,,,,,,,,-2699506.6805,-4293286.0904,3855076.1779,
,,,,,,,,,,,,-2699506.1043,-4293286.3302,3855076.454,
,,,,,,,,,,,,-2699505.7152,-4293286.7494,3855077.2428,
,,,,,,,,,,,,-2699505.928,-4293285.9305,3855077.5589,
,,,,,,,,,,,,-2699506.098,-4293284.9258,3855077.2498,
,,,,,,,,,,,,-2699506.3791,-4293283.822,3855076.6393,
,,,,,,,,,,,,-2699506.76,-4293282.7442,3855076.5042,
,,,,,,,,,,,,-2699507.0778,-4293281.862,3855076.9608,
,,,,,,,,,,,,-2699507.2337,-4293281.2382,3855077.6114,
,,,,,,,,,,,,-2699507.3592,-4293280.8264,3855077.7459,
,,,,,,,,,,,,-2699507.6472,-4293280.5812,3855077.3018,
,,,,,,,,,,,,-2699508.1456,-4293280.4138,3855076.7971,
,,,,,,,,,,,,-2699508.6652,-4293280.1615,3855076.7716,
,,,,,,,,,,,,-2699508.3831,-4293280.6018,3855076.3453,
,,,,,,,,,,,,-2699508.3074,-4293281.2249,3855076.2518,
,,,,,,,,,,,,-2699508.2786,-4293281.9828,3855076.8551,
,,,,,,,,,,,,-2699508.1405,-4293282.7835,3855077.8324,
,,,,,,,,,,,,-2699508.0165,-4293283.4631,3855078.1659,
,,,,,,,,,,,,-2699508.0156,-4293283.8764,3855077.726,
,,,,,,,,,,,,-2699508.1524,-4293283.9897,3855077.1124,
,,,,,,,,,,,,-2699508.2707,-4293283.8635,3855077.1303,
,,,,,,,,,,,,-2699508.2698,-4293283.6122,3855077.7041,
,,,,,,,,,,,,-2699508.198,-4293283.3861,3855078.0718,
,,,,,,,,,,,,-2699508.2174,-4293283.3349,3855078.4403,
,,,,,,,,,,,,-2699508.4127,-4293283.4934,3855079.3318,
,,,,,,,,,,,,-2699508.669,-4293283.844,3855079.6715,
,,,,,,,,,,,,-2699508.7996,-4293284.3154,3855079.055,
,,,,,,,,,,,,-2699508.7266,-4293284.825,3855077.9792,
,,,,,,,,,,,,-2699508.6088,-4293285.2642,3855077.4835,
,,,,,,,,,,,,-2699508.635,-4293285.514,3855077.7646,
,,,,,,,,,,,,-2699508.8233,-4293285.5484,3855078.0562,
,,,,,,,,,,,,-2699509.0181,-4293285.4123,3855077.6923,
,,,,,,,,,,,,-2699509.0966,-4293285.1609,3855076.9108,
,,,,,,,,,,,,-2699509.0554,-4293285.5101,3855076.9174,
,,,,,,,,,,,,-2699508.8639,-4293285.5957,3855076.8861,
,,,,,,,,,,,,-2699508.3798,-4293285.3227,3855076.8462,
,,,,,,,,,,,,-2699507.7594,-4293284.7379,3855076.8413,
,,,,,,,,,,,,-2699507.2256,-4293283.9212,3855076.8703,
,,,,,,,,,,,,-2699506.9547,-4293283.0465,3855076.8975,
,,,,,,,,,,,,-2699506.8185,-4293282.358,3855076.8933,
,,,,,,,,,,,,-2699506.6093,-4293282.0218,3855076.8697,
,,,,,,,,,,,,-2699506.2328,-4293282.0395,3855076.8615,
,,,,,,,,,,,,-2699505.8793,-4293282.3595,3855076.8844,
,,,,,,,,,,,,-2699506.0082,-4293281.9534,3855077.4692,
,,,,,,,,,,,,-2699506.0391,-4293281.5454,3855077.5463,
,,,,,,,,,,,,-2699506.1769,-4293281.3064,3855077.0223,
,,,,,,,,,,,,-2699506.5055,-4293281.3041,3855076.4729,
,,,,,,,,,,,,-2699506.8562,-4293281.5308,3855076.5492,
,,,,,,,,,,,,-2699507.0699,-4293281.9263,3855077.1627,
,,,,,,,,,,,,-2699507.1088,-4293282.4022,3855077.6306,
,,,,,,,,,,,,-2699507.145,-4293282.7988,3855077.5166,
,,,,,,,,,,,,-2699507.3048,-4293282.9953,3855077.1158,
,,,,,,,,,,,,-2699507.5833,-4293283.0012,3855077.2172,
,,,,,,,,,,,,-2699507.3819,-4293282.8692,3855076.5406,
,,,,,,,,,,,,-2699507.2133,-4293282.6402,3855075.8147,
,,,,,,,,,,,,-2699507.0266,-4293282.4701,3855075.824,
,,,,,,,,,,,,-2699506.768,-4293282.5296,3855076.4351,
,,,,,,,,,,,,-2699506.4107,-4293282.8285,3855077.0472,
,,,,,,,,,,,,-2699506.0323,-4293283.3297,3855077.1095,
,,,,,,,,,,,,-2699505.7051,-4293284.0158,3855076.8263,
,,,,,,,,,,,,-2699505.4827,-4293284.7663,3855076.7088,
,,,,,,,,,,,,-2699505.3487,-4293285.4023,3855076.9805,
,,,,,,,,,,,,-2699505.3135,-4293285.8346,3855077.2986,
,,,,,,,,,,,,-2699505.5129,-4293285.6458,3855077.1615,
,,,,,,,,,,,,-2699506.0382,-4293285.6516,3855076.5728,
,,,,,,,,,,,,-2699506.7655,-4293285.769,3855076.0364,
,,,,,,,,,,,,-2699507.3658,-4293285.8518,3855076.1291,
,,,,,,,,,,,,-2699507.6838,-4293285.7602,3855076.6732,
,,,,,,,,,,,,-2699507.8155,-4293285.4699,3855077.0085,
,,,,,,,,,,,,-2699508.0152,-4293285.0148,3855076.655,
,,,,,,,,,,,,-2699508.3169,-4293284.4731,3855075.9872,
,,,,,,,,,,,,-2699508.6067,-4293283.9651,3855075.7331,
,,,,,,,,,,,,-2699508.7131,-4293283.6588,3855076.1058,
,,,,,,,,,,,,-2699508.8308,-4293283.7199,3855075.5934,
,,,,,,,,,,,,-2699509.005,-4293283.5819,3855075.6596,
,,,,,,,,,,,,-2699509.0684,-4293283.3023,3855076.3128,
,,,,,,,,,,,,-2699508.9601,-4293282.9634,3855076.9109,
,,,,,,,,,,,,-2699508.9086,-4293282.736,3855076.8253,
,,,,,,,,,,,,-2699509.0471,-4293282.7122,3855076.2921,
,,,,,,,,,,,,-2699509.3807,-4293282.855,3855076.1488,
,,,,,,,,,,,,-2699509.7329,-4293283.1116,3855076.7397,
,,,,,,,,,,,,-2699510.0531,-4293283.4076,3855077.4961,
,,,,,,,,,,,,-2699510.3524,-4293283.5937,3855077.5771,
,,,,,,,,,,,,-2699510.6978,-4293283.5493,3855077.0488,
,,,,,,,,,,,,-2699511.1453,-4293283.2793,3855076.6005,
,,,,,,,,,,,,-2699511.6845,-4293282.8474,3855076.8063,
,,,,,,,,,,,,-2699512.2597,-4293282.3459,3855077.4067,
,,,,,,,,,,,,-2699512.7869,-4293281.9193,3855077.7574,
,,,,,,,,,,,,-2699513.3024,-4293281.7364,3855077.5223,
,,,,,,,,,,,,-2699513.8719,-4293281.8652,3855076.9595,
,,,,,,,,,,,,-2699514.5024,-4293282.2741,3855076.8176,
,,,,,,,,,,,,-2699515.1295,-4293282.8696,3855077.3435,
,,,,,,,,,,,,-2699515.7352,-4293283.5165,3855078.1308,
,,,,,,,,,,,,-2699514.9175,-4293282.8501,3855078.1319,
,,,,,,,,,,,,-2699513.9688,-4293282.5027,3855078.1282,
,,,,,,,,,,,,-2699512.9027,-4293282.5349,3855078.1245,
,,,,,,,,,,,,-2699511.7929,-4293282.8785,3855078.1258,
,,,,,,,,,,,,-2699510.7622,-4293283.4051,3855078.1302,
,,,,,,,,,,,,-2699509.8288,-4293283.9429,3855078.1321,
,,,,,,,,,,,,-2699508.9492,-4293284.2801,3855078.1289,
,,,,,,,,,,,,-2699507.9762,-4293284.2706,3855078.123,
,,,,,,,,,,,,-2699506.7256,-4293283.9196,3855078.1199,
,,,,,,,,,,,,-2699505.288,-4293283.3196,3855078.1219,
,,,,,,,,,,,,-2699506.6718,-4293283.9736,3855077.8176,
,,,,,,,,,,,,-2699507.7292,-4293284.5361,3855077.7028,
,,,,,,,,,,,,-2699508.5085,-4293284.8345,3855077.8478,
,,,,,,,,,,,,-2699509.1375,-4293284.8361,3855078.0414,
,,,,,,,,,,,,-2699509.7207,-4293284.5803,3855078.0287,
,,,,,,,,,,,,-2699510.2175,-4293284.1549,3855077.8719,
,,,,,,,,,,,,-2699510.5726,-4293283.6404,3855077.8304,
,,,,,,,,,,,,-2699510.9255,-4293283.209,3855078.0002,
,,,,,,,,,,,,-2699511.3491,-4293282.9428,3855078.2279,
,,,,,,,,,,,,-2699511.8078,-4293282.8641,3855078.249,
,,,,,,,,,,,,-2699512.0946,-4293282.9328,3855078.6531,
,,,,,,,,,,,,-2699512.2634,-4293283.0877,3855079.0573,
,,,,,,,,,,,,-2699512.4,-4293283.2502,3855078.9785,
,,,,,,,,,,,,-2699512.5231,-4293283.3439,3855078.5827,
,,,,,,,,,,,,-2699512.5237,-4293283.3377,3855078.5042,
,,,,,,,,,,,,-2699512.2776,-4293283.2656,3855079.0404,
,,,,,,,,,,,,-2699511.8361,-4293283.2196,3855079.7582,
,,,,,,,,,,,,-2699511.4133,-4293283.2609,3855079.9095,
,,,,,,,,,,,,-2699511.1933,-4293283.4567,3855079.4426,
,,,,,,,,,,,,-2699511.1822,-4293283.8305,3855079.0666,
,,,,,,,,,,,,-2699511.0807,-4293283.7458,3855078.8745,
,,,,,,,,,,,,-2699511.0913,-4293283.6481,3855078.3672,
,,,,,,,,,,,,-2699511.0741,-4293283.5556,3855078.2297,
,,,,,,,,,,,,-2699510.8335,-4293283.4816,3855078.6395,
,,,,,,,,,,,,-2699510.3801,-4293283.4288,3855079.2074,
,,,,,,,,,,,,-2699510.017,-4293283.3982,3855079.3026,
,,,,,,,,,,,,-2699509.8836,-4293283.3852,3855078.8738,
,,,,,,,,,,,,-2699509.8091,-4293283.3748,3855078.4691,
,,,,,,,,,,,,-2699509.5596,-4293283.3538,3855078.462,
,,,,,,,,,,,,-2699509.0364,-4293283.3143,3855078.7369,
,,,,,,,,,,,,-2699509.31,-4293283.7057,3855078.6646,
,,,,,,,,,,,,-2699509.5476,-4293284.2233,3855079.054,
,,,,,,,,,,,,-2699509.7244,-4293284.8148,3855079.5,
,,,,,,,,,,,,-2699509.9431,-4293285.4012,3855079.4634,
,,,,,,,,,,,,-2699510.2663,-4293285.8646,3855079.0996,
,,,,,,,,,,,,-2699510.6675,-4293286.1566,3855079.0005,
,,,,,,,,,,,,-2699511.0115,-4293286.2952,3855079.4542,
,,,,,,,,,,,,-2699511.1602,-4293286.3292,3855080.1037,
,,,,,,,,,,,,-2699511.1862,-4293286.3504,3855080.1827,
,,,,,,,,,,,,-2699511.2773,-4293286.5041,3855079.6309,
,,,,,,,,,,,,-2699510.9485,-4293286.1519,3855080.3728,
,,,,,,,,,,,,-2699510.452,-4293285.6189,3855080.5175,
,,,,,,,,,,,,-2699509.9812,-4293284.9634,3855079.991,
,,,,,,,,,,,,-2699509.6583,-4293284.2711,3855079.2993,
,,,,,,,,,,,,-2699509.4408,-4293283.6706,3855079.1121,
,,,,,,,,,,,,-2699509.2535,-4293283.2875,3855079.4575,
,,,,,,,,,,,,-2699509.1102,-4293283.1216,3855079.7583,
,,,,,,,,,,,,-2699509.1228,-4293283.1157,3855079.5806,
,,,,,,,,,,,,-2699509.3016,-4293283.2157,3855079.1259,
,,,,,,,,,,,,-2699509.4868,-4293283.3058,3855078.9931,
,,,,,,,,,,,,-2699509.47,-4293283.3979,3855078.6402,
,,,,,,,,,,,,-2699509.6509,-4293283.7119,3855078.1947,
,,,,,,,,,,,,-2699509.7863,-4293284.209,3855078.2651,
,,,,,,,,,,,,-2699509.7144,-4293284.8547,3855078.8808,
,,,,,,,,,,,,-2699509.4469,-4293285.5574,3855079.4519,
,,,,,,,,,,,,-2699509.2456,-4293286.1686,3855079.4117,
,,,,,,,,,,,,-2699509.2532,-4293286.6014,3855078.8875,
,,,,,,,,,,,,-2699509.3864,-4293286.8609,3855078.6611,
,,,,,,,,,,,,-2699509.4471,-4293286.9743,3855079.0882,
,,,,,,,,,,,,-2699509.3005,-4293287.0062,3855079.8203,
,,,,,,,,,,,,-2699509.5538,-4293286.9348,3855079.8127,
,,,,,,,,,,,,-2699509.6593,-4293286.6682,3855079.8324,
,,,,,,,,,,,,-2699509.4691,-4293286.1449,3855079.8601,
,,,,,,,,,,,,-2699509.223,-4293285.3987,3855079.8644,
,,,,,,,,,,,,-2699509.1494,-4293284.5077,3855079.8413,
,,,,,,,,,,,,-2699509.2775,-4293283.5743,3855079.8157,
,,,,,,,,,,,,-2699509.3741,-4293282.7797,3855079.8147,
,,,,,,,,,,,,-2699509.3168,-4293282.2728,3855079.8336,
,,,,,,,,,,,,-2699509.1799,-4293282.0496,3855079.8436,
,,,,,,,,,,,,-2699509.125,-4293282.0673,3855079.8265,
,,,,,,,,,,,,-2699509.0884,-4293281.9373,3855078.8175,
,,,,,,,,,,,,-2699509.0627,-4293281.7651,3855078.3215,
,,,,,,,,,,,,-2699509.1302,-4293281.6586,3855078.6236,
,,,,,,,,,,,,-2699509.3174,-4293281.6564,3855079.2067,
,,,,,,,,,,,,-2699509.5284,-4293281.7576,3855079.3195,
,,,,,,,,,,,,-2699509.6894,-4293281.9596,3855078.9139,
,,,,,,,,,,,,-2699509.8078,-4293282.2333,3855078.6585,
,,,,,,,,,,,,-2699509.9576,-4293282.4945,3855079.0183,
,,,,,,,,,,,,-2699510.1429,-4293282.6688,3855079.7127,
,,,,,,,,,,,,-2699510.279,-4293282.7473,3855079.9048,
,,,,,,,,,,,,-2699510.2629,-4293282.7324,3855080.138,
,,,,,,,,,,,,-2699510.4224,-4293282.5992,3855080.4772,
,,,,,,,,,,,,-2699510.5729,-4293282.4551,3855080.5832,
,,,,,,,,,,,,-2699510.5708,-4293282.4432,3855080.4081,
,,,,,,,,,,,,-2699510.3472,-4293282.6094,3855080.1497,
,,,,,,,,,,,,-2699510.0694,-4293282.9229,3855080.0904,
,,,,,,,,,,,,-2699509.8972,-4293283.356,3855080.2573,
,,,,,,,,,,,,-2699509.8901,-4293283.8274,3855080.4268,
,,,,,,,,,,,,-2699509.9023,-4293284.1646,3855080.386,
,,,,,,,,,,,,-2699509.8235,-4293284.2617,3855080.192,
,,,,,,,,,,,,-2699509.9475,-4293284.1761,3855080.1297,
,,,,,,,,,,,,-2699510.0422,-4293283.9509,3855080.6012,
,,,,,,,,,,,,-2699510.0846,-4293283.6291,3855081.21,
,,,,,,,,,,,,-2699510.1171,-4293283.3761,3855081.3103,
,,,,,,,,,,,,-2699510.1913,-4293283.3264,3855080.8462,
,,,,,,,,,,,,-2699510.3837,-4293283.4837,3855080.2876,
,,,,,,,,,,,,-2699510.6506,-4293283.8256,3855080.1724,
,,,,,,,,,,,,-2699510.898,-4293284.3185,3855080.5001,
,,,,,,,,,,,,-2699511.0044,-4293284.8625,3855080.8161,
,,,,,,,,,,,,-2699511.0363,-4293285.3397,3855080.7466,
,,,,,,,,,,,,-2699510.9718,-4293284.9892,3855081.0542,
,,,,,,,,,,,,-2699510.9149,-4293284.7563,3855081.0412,
,,,,,,,,,,,,-2699511.0016,-4293284.6096,3855080.5292,
,,,,,,,,,,,,-2699511.3005,-4293284.5227,3855079.9082,
