"complementaryfilter",,,"GPSx","GPSy","GPSz","mu",,,,,,
-2703965.4641,-4261285.9731,3887189.1774,-2703946.5901,-4261264.0881,3887180.6279,-2703973.7839,-0.060992,-4261283.6622,0.19546,3887178.6099,0.046599,
-2703967.2481,-4261293.0797,3887192.9494,-2704002.1049,-4261302.2554,3887200.5904,-2703976.9606,-0.04257,-4261286.0248,0.18416,3887181.9964,0.019083,
-2703965.8654,-4261289.5921,3887202.996,-2703972.5876,-4261305.0586,3887204.2081,-2703976.474,-0.014729,-4261288.4448,0.17382,3887185.4166,0.0083666,
-2703967.9732,-4261287.6115,3887208.8147,-2703961.3025,-4261270.8339,3887233.2934,-2703974.7758,0.004988,-4261286.1759,0.17259,3887192.7875,0.035547,
-2703965.0183,-4261287.0942,3887208.5787,-2703973.711,-4261273.9487,3887226.4425,-2703974.656,0.0099218,-4261284.596,0.17544,3887197.971,0.042166,
-2703973.4851,-4261291.4422,3887222.9205,-2703955.7848,-4261278.5783,3887207.9806,-2703972.5417,0.0065491,-4261283.8104,0.18332,3887199.5142,0.0060316,
-2703987.6898,-4261298.9187,3887229.1469,-2703998.7535,-4261296.9739,3887265.968,-2703975.477,-0.0057713,-4261285.4789,0.19252,3887209.7427,-0.022506,
-2703998.8797,-4261301.165,3887228.3048,-2704030.1848,-4261313.6268,3887247.7928,-2703981.6046,-0.017984,-4261289.0643,0.20064,3887215.5971,-0.040842,
-2703997.7024,-4261300.3816,3887222.0325,-2704032.137,-4261300.2632,3887225.8087,-2703987.2655,-0.024591,-4261290.4798,0.211,3887217.1662,-0.014587,
-2703996.9494,-4261300.2237,3887224.8426,-2703994.1715,-4261289.753,3887203.1542,-2703988.041,-0.017217,-4261290.3683,0.2203,3887215.0087,0.0039489,
-2703993.9483,-4261304.4458,3887228.7694,-2703995.5996,-4261292.0035,3887233.312,-2703988.889,-0.018179,-4261290.5583,0.22414,3887217.8265,0.0090912,
-2703991.4827,-4261311.5572,3887220.1162,-2703985.7592,-4261309.376,3887240.5982,-2703988.5402,-0.023687,-4261292.947,0.2201,3887221.3316,-0.020171,
-2703988.8398,-4261319.4469,3887225.5206,-2703985.1149,-4261324.8009,3887194.2476,-2703988.159,-0.036366,-4261297.0046,0.2092,3887217.1603,-0.042473,
-2703985.7833,-4261323.573,3887231.4829,-2703981.4545,-4261335.4727,3887241.8506,-2703987.4115,-0.041319,-4261301.9096,0.20236,3887220.9584,0.0005373,
-2703977.7976,-4261338.6295,3887227.2131,-2703976.9509,-4261328.3751,3887249.3782,-2703986.244,-0.053165,-4261305.2789,0.20157,3887225.3342,0.044618,
-2703977.0873,-4261337.7357,3887221.7276,-2703954.3488,-4261374.9574,3887214.3049,-2703982.6767,-0.052324,-4261314.1786,0.20306,3887223.6401,0.037908,
-2703977.5786,-4261342.832,3887225.248,-2703975.5573,-4261326.179,3887205.2246,-2703981.884,-0.050457,-4261315.6965,0.2135,3887220.8075,-0.0036596,
,,,-2703979.5181,-4261348.8614,3887235.7666,-2703981.6232,-0.037546,-4261319.9222,0.22237,3887223.1093,-0.020628,
