timestamp,aX,aY,aZ,temperature,gX,gY,gZ
15:24:33.637, -164,-2592,16488,23.45,-102,-70,-4230
15:24:33.751, -224,216,13456,23.45,1704,1906,-4186
15:24:33.860, 1728,2184,12540,23.49,1072,129,-2274
15:24:33.961, 2444,1504,16964,23.4,1406,-1691,-630
15:24:34.070, 1740,2208,20484,23.49,1920,0,648
15:24:34.146, -956,2772,19808,23.45,1603,3553,3166
15:24:34.251, -528,1444,16248,23.45,-1053,123,4347
15:24:34.365, 1040,-152,12252,23.49,-2156,1921,2853
15:24:34.466, 1624,344,15412,23.49,-2161,-1336,2238
15:24:34.576,  784,48,21232,23.45,-765,-1132,496
15:24:34.690, -200,-2168,21272,23.4,-2225,2230,-1957
15:24:34.766, -940,-2568,16756,23.49,-239,145,-4061
15:24:34.874, -368,-348,14104,23.35,1670,-266,-4724
15:24:34.983, 2160,272,12628,23.4,828,-1350,-3834
15:24:35.088, 1912,452,16932,23.45,1144,-917,-2713
15:24:35.202, 1324,780,20456,23.45,1392,-672,-1538
15:24:35.278, -236,2516,19204,23.4,550,3411,913
15:24:35.392,   16,2676,16368,23.35,-1514,493,3843
15:24:35.500, 1224,284,12316,23.35,-2127,-199,3428
15:24:35.611, 1120,-456,16484,23.4,444,-907,2218
15:24:35.725, 1588,-204,20420,23.4,233,-1014,-818
15:24:35.793,-1280,-1648,21764,23.45,1004,3092,-3847
15:24:35.907, -788,-1368,16932,23.31,823,-3050,-5173
15:24:36.017,  500,588,13372,23.45,890,1345,-4018
15:24:36.131, 2012,1808,12780,23.31,352,-611,-3243
15:24:36.207, 1628,3376,18020,23.35,-831,-914,-1509
15:24:36.316, 1696,3924,21120,23.4,-1679,-589,848
15:24:36.426,  532,3404,17324,23.4,1095,2989,4003
15:24:36.540,  104,1260,15124,23.35,-1098,822,4708
15:24:36.647, 1500,-96,13656,23.4,-1703,-2769,3854
15:24:36.723, 2432,352,17088,23.35,-928,-1481,2248
15:24:36.833, 1384,-408,20160,23.4,27,102,132
15:24:36.942, -512,-2264,18760,23.35,939,2671,-1040
15:24:37.051, -780,-528,16464,23.4,1481,-118,-1997
15:24:37.158, 1480,348,12152,23.26,588,-176,-2741
15:24:37.263, 2192,784,15092,23.31,903,-1296,-1751
15:24:37.339, 1424,1300,19864,23.31,-230,-1414,-1022
15:24:37.449,  792,1960,21880,23.26,219,2098,648
15:24:37.559,  472,1552,16392,23.31,-404,588,2488
15:24:37.665,  896,980,13380,23.35,-901,1122,2509
15:24:37.775, 2240,388,14256,23.21,-1702,-1887,1682
15:24:37.889, 1900,608,19416,23.35,-593,-1542,388
15:24:37.958, 1344,-1216,21824,23.4,-143,601,-2373
15:24:38.072,  236,-2408,17204,23.26,378,442,-3253
15:24:38.186,  204,-284,14332,23.21,-1101,661,-3568
15:24:38.291, 2076,832,12008,23.35,369,142,-2924
15:24:38.401, 1884,1496,15936,23.21,-679,-84,-1060
15:24:38.477, 1680,1852,19740,23.26,-315,-723,28
15:24:38.587, -548,2492,20052,23.4,767,4422,2226
15:24:38.698, -624,1236,17580,23.17,-1459,933,5460
15:24:38.808,  760,320,13384,23.26,-1690,-260,4947
15:24:38.915,  652,208,15528,23.31,-1440,-1672,3498
15:24:38.988, 1564,-1012,20500,23.21,-423,-978,1958
15:24:39.097, -864,-3048,22992,23.21,172,1155,-44
15:24:39.207,   44,-2744,16540,23.26,1218,-2602,-1634
15:24:39.317,  480,-868,13036,23.21,558,3241,-1891
15:24:39.427, 1800,-472,11704,23.12,186,1087,-1642
15:24:39.498, 2520,1680,16200,23.07,1074,-95,695
15:24:39.608, 1416,828,20452,23.21,-2392,-1055,2816
15:24:39.718,-1316,688,21200,23.07,1399,1758,4152
15:24:39.819, -728,116,16156,23.21,-193,-495,3733
15:24:39.933, 1068,-900,12464,23.17,1060,1082,3260
15:24:40.038, 1424,-1388,15984,23.21,-161,-1888,1194
15:24:40.149, 1604,-1476,20080,23.26,-997,-3438,-957
15:24:40.225, -260,-3208,21076,22.98,-634,1347,-3171
15:24:40.331,  -36,-1772,15412,23.07,608,1270,-4554
15:24:40.445, 1324,416,11532,23.07,634,3974,-4556
15:24:40.554, 1228,1016,14844,23.12,-33,-839,-2790
15:24:40.659,   40,1968,20776,23.07,-70,-2556,269
15:24:40.765, -588,1704,22712,23.17,0,-850,2749
15:24:40.841,  708,1412,17556,23.07,1079,1229,4574
15:24:40.955, 1480,-688,12384,23.02,922,969,3772
15:24:41.065, 1064,-948,15684,23.17,-518,-1075,1828
15:24:41.170,   88,-216,21176,23.07,259,-1212,-1045
15:24:41.276, -272,-1968,21148,23.07,-2041,-372,-4233
15:24:41.386,  212,-1460,16772,23.07,-1998,2454,-6476
15:24:41.462,  368,636,13244,22.98,-11,2658,-5943
15:24:41.571, 2072,1236,13732,23.12,-1903,-654,-3577
15:24:41.685,  984,1988,17532,22.98,-292,-1673,-1384
15:24:41.792,  572,1992,21524,22.98,3588,-1217,571
15:24:41.901, -492,2276,17904,22.98,500,3464,2716
15:24:42.006,  132,44,14524,22.98,-486,2156,4093
15:24:42.078,  984,-828,13592,23.02,-1071,-981,2883
15:24:42.188,  456,-996,18860,22.98,-1291,-1960,2191
15:24:42.296, -420,-436,21376,23.02,-811,-908,-259
15:24:42.411,-1244,-2620,17184,23.02,1052,1778,-2035
15:24:42.525, -340,-1256,14336,22.98,555,-802,-3503
15:24:42.601, 1680,-312,11772,22.93,1638,-289,-3474
15:24:42.715, 1196,400,16516,22.98,-19,-802,-2606
15:24:42.825,  400,1160,20112,23.02,164,-859,-1308
15:24:42.935,  -48,1896,20732,23.02,1007,2268,824
15:24:43.007, -560,2092,17148,23.07,-147,549,4100
15:24:43.121,  880,396,13232,23.02,-394,539,3178
15:24:43.235, 1780,668,15268,23.02,-652,-2285,2310
15:24:43.346, 1132,644,19928,23.07,-2009,-2796,1543
15:24:43.450, 1848,-696,20176,23.02,-1806,-84,448
15:24:43.522,  572,-1832,17752,22.98,-1276,838,-1258
15:24:43.632,  916,-864,14436,23.02,1064,595,-1467
15:24:43.742, 1656,-324,12188,23.02,1742,-119,-908
15:24:43.856, 1896,-1100,15944,23.07,1153,-80,-163
15:24:43.932, 2556,192,20484,22.93,193,-1328,1291
15:24:44.046,  792,916,19080,23.07,323,3688,1815
15:24:44.156,  440,1152,15212,22.98,-721,352,1248
15:24:44.266, 1280,-192,12304,23.02,-784,1249,538
15:24:44.380, 1548,-172,16388,22.93,-852,-1238,-395
15:24:44.449,  744,-568,21244,22.98,-382,-1407,-1613
15:24:44.563, -720,-1052,21280,22.88,-108,2795,-3364
15:24:44.673, -340,-520,15868,23.02,716,453,-5037
15:24:44.787,  216,900,12560,22.98,1725,3302,-4915
15:24:44.858, 2104,1556,13980,22.98,567,-1779,-2181
15:24:45.000,  916,2152,19840,23.02,1489,-1038,-176
15:24:45.071,  584,2236,22368,22.98,1737,-1170,1360
15:24:45.181, -252,2128,16984,22.84,-265,808,2975
15:24:45.291,  600,748,13312,22.98,-590,1152,3272
15:24:45.405, 1184,-200,13044,22.88,-1911,173,1769
15:24:45.476, 1536,684,18644,23.02,-771,-1993,1145
15:24:45.581,  884,228,21560,22.88,-584,-309,-98
15:24:45.687, -768,-2172,18340,22.98,-421,2656,-3006
15:24:45.801,-1040,-1156,16540,22.84,1109,-989,-4222
15:24:45.916, 1668,952,12592,22.93,1813,-571,-3745
15:24:45.992, 2572,1304,14884,22.98,385,-611,-2003
15:24:46.106, 1160,1524,19880,23.02,276,-1988,-598
15:24:46.216, 1272,1176,22152,22.93,352,244,-238
15:24:46.320, -208,2472,17584,22.98,-698,2048,1243
15:24:46.426, 1028,968,12560,22.93,-2217,2239,1348
15:24:46.540, 2316,1072,13240,22.98,-3200,-1106,650
15:24:46.612, 1528,1544,20052,22.84,-1779,-2080,53
15:24:46.726, 1284,776,21304,22.98,530,-414,-952
15:24:46.836,   88,-1360,17672,22.93,2003,852,-94
15:24:46.945,  280,804,15472,22.98,418,822,1399
15:24:47.055, 2044,1416,12624,23.02,667,1828,1502
15:24:47.155, 1620,828,16328,22.88,41,-484,2588
15:24:47.261,  636,808,20844,23.02,641,-2063,2686
15:24:47.338,  -92,2464,21272,22.93,2000,2573,4194
15:24:47.452, -344,2332,16432,22.98,-618,295,7064
15:24:47.561,  592,828,11864,22.84,-873,774,6111
15:24:47.675, 1648,1268,14284,22.88,53,-1621,4985
15:24:47.751,  744,1520,22356,22.93,-189,-536,4557
15:24:47.857, -384,-624,22192,22.88,330,1046,2523
15:24:47.967,-1448,-2312,16480,22.88,423,985,-943
15:24:48.067,  252,-892,14024,22.93,72,-2268,-2751
15:24:48.169, 1780,304,12024,22.88,-17,1547,-2550
15:24:48.283, 1868,1324,15556,22.88,-262,-1136,-2119
15:24:48.397, 1388,2744,20088,22.79,1246,-89,-585
15:24:48.473, -472,3044,22008,22.98,1433,2496,2137
15:24:48.579, -276,3272,16212,23.02,179,-1145,5314
15:24:48.689,  456,2048,13240,22.98,-411,1221,6505
15:24:48.789, 1588,736,13812,23.02,-2136,-1929,4448
15:24:48.899, 1428,312,18580,22.98,-1837,-1564,2434
15:24:49.012, 1540,-488,20376,22.93,-530,-1773,-155
15:24:49.088,  904,-1916,16828,22.88,0,1754,-1894
15:24:49.199,  332,-488,16240,22.88,950,1577,-1871
15:24:49.308, 1976,912,12112,22.84,1815,269,-1329
15:24:49.408, 2684,1716,15528,22.88,981,-685,-228
15:24:49.517, 1028,2264,20120,22.84,-47,-622,1655
15:24:49.631,  -32,2540,22164,22.88,779,1996,2720
15:24:49.703,  296,3792,16384,22.88,976,983,4542
15:24:49.813,  968,1416,13260,22.84,-1009,1844,5309
15:24:49.919, 1920,-72,14100,22.88,-1832,-1470,3820
15:24:50.024, 1060,40,19944,22.88,-979,-1375,792
15:24:50.138, 1756,-176,21128,22.84,-583,-224,-1479
15:24:50.253,  864,-1712,16700,22.88,285,550,-2276
15:24:50.328,   92,-144,14692,22.79,876,1976,-2627
15:24:50.442, 1920,976,11784,22.93,1729,-495,-1135
15:24:50.549, 1800,1984,16492,22.88,799,-672,-66
15:24:50.662, 1824,2204,20124,22.79,1635,-991,1599
15:24:50.738, -132,3384,19864,22.84,1816,4377,2839
15:24:50.848, -272,3012,16528,22.88,-1572,1066,4945
15:24:50.957,  880,972,13336,22.88,-2782,977,4829
15:24:51.070, 1336,-164,16140,22.93,-2040,-2499,2383
15:24:51.145,  728,-432,20140,22.88,-2079,-1150,-942
15:24:51.258, -492,-1764,22104,22.84,-2606,1513,-3256
15:24:51.367,  528,-2360,16020,22.88,-779,-1351,-3900
15:24:51.476, 1076,680,13892,22.93,1421,2426,-3740
15:24:51.591, 2396,1444,12896,22.74,1401,136,-1795
15:24:51.667, 1936,1792,17536,22.88,296,-1043,-214
15:24:51.776, 1540,2068,20616,22.84,618,-2069,1868
15:24:51.886,   40,3480,19240,22.79,1116,3522,4042
15:24:51.996, -128,2520,15464,22.84,-464,407,6070
15:24:52.106, 1440,652,11300,22.88,-2007,348,5891
15:24:52.182, 1860,-896,16000,22.93,-678,-1281,5381
15:24:52.284,  472,-192,22064,22.88,-1711,356,1495
15:24:52.394, -920,-1756,22428,22.88,-879,2830,-2109
15:24:52.508, -400,-2128,15784,22.98,1842,-1823,-2968
15:24:52.617,  400,-92,12800,22.93,3646,2617,-4112
15:24:52.690, 2088,1724,13384,22.88,2217,-456,-1748
15:24:52.796, 2340,3164,17796,22.84,-8,-1697,1158
15:24:52.910, 1432,3800,21136,22.84,32,-1309,2680
15:24:53.016, -472,3740,18828,22.88,2330,2933,4963
15:24:53.130, -312,2644,15552,22.84,-25,975,6319
15:24:53.236, 1044,728,12376,22.79,-2452,-326,5541
15:24:53.310, 1688,620,15736,22.74,-2540,-2141,4539
15:24:53.423, 1292,-80,20128,22.79,-259,-605,191
15:24:53.533, -640,-504,21980,22.88,190,2619,-1895
15:24:53.644, -276,-1412,16912,22.79,-721,-2625,-1613
15:24:53.753,  796,-100,13824,22.88,-362,2927,-2731
15:24:53.829, 3372,452,12524,22.84,-639,1328,-1376
15:24:53.943, 2468,1632,16356,22.79,-1926,-2473,8
15:24:54.058, 2380,3180,18760,22.93,-749,-3143,1371
15:24:54.131,  100,2264,21828,22.88,2020,964,4151
15:24:54.266, 1480,-12,16732,22.84,676,-1399,6583
15:24:54.342, 2592,-1512,12468,22.88,88,1680,5212
15:24:54.451, 2076,-2028,13720,22.88,289,-194,2387
15:24:54.552,   96,-2608,19052,22.84,359,-1903,-928
15:24:54.662, 1160,-3792,22200,22.79,-780,513,-4224
15:24:54.763,  740,-2324,17940,22.93,-1499,3112,-6418
15:24:54.877, 1256,1148,12772,22.79,-57,3444,-5703
15:24:54.986, 2492,1096,13272,22.84,-457,-1518,-3226
15:24:55.060, 1276,2460,19732,22.88,755,-1524,537
15:24:55.164, 1540,2832,22736,22.74,1559,-1754,4384
15:24:55.270, 1000,2776,18340,22.88,1801,2902,6529
15:24:55.376, -152,-92,14472,22.84,-95,1436,5610
15:24:55.476, 1376,-1796,13700,22.88,-1598,-1638,2813
15:24:55.590, 1780,-1768,19392,22.84,-1193,-2980,-802
15:24:55.700, 2400,-904,21944,22.79,-2666,-962,-2720
15:24:55.814,  796,-2272,16620,22.84,-3038,419,-4061
15:24:55.885,  192,-708,14944,22.88,1734,2256,-4477
15:24:55.990, 2240,852,12388,22.79,3539,3711,-3387
15:24:56.098, 1976,1440,16340,22.74,1209,-733,-1589
15:24:56.207,  652,2212,20344,22.79,1645,-926,-240
15:24:56.312,  588,3368,22076,22.84,3095,3043,2102
15:24:56.426,  564,3676,16824,22.74,1571,453,6385
15:24:56.536,  564,284,13028,22.79,-2018,-373,5841
15:24:56.612, 2072,-84,13368,22.88,-1124,-1833,4005
15:24:56.726, 1180,552,19172,22.79,-1111,-1207,1156
15:24:56.831, 1212,-788,20596,22.84,-1015,-230,-1187
15:24:56.942,  168,-3048,17364,22.74,-653,1953,-3721
15:24:57.042, -260,-648,13792,22.79,1574,2516,-4348
15:24:57.152, 1876,1492,11588,22.84,2789,3293,-3723
15:24:57.223,  740,2796,17652,22.69,-6,3477,-2082
15:24:57.337,-2368,3160,20180,22.79,637,1085,428
15:24:57.447,-4080,3248,20076,22.74,1565,3464,1410
15:24:57.561,-2968,3332,17132,22.69,-392,115,3098
15:24:57.666,-1120,1068,13524,22.84,-3135,-442,3208
15:24:57.738,  480,360,14444,22.79,-2688,-2853,2252
15:24:57.847,-1436,796,19452,22.84,-220,-2379,-220
15:24:57.957,  316,-840,19344,22.69,-147,-2289,-2293
15:24:58.068, -556,-2568,15752,22.84,-1156,2519,-4622
15:24:58.173,-2244,700,16240,22.74,2518,2709,-5325
15:24:58.282,  512,2048,13540,22.79,2754,-829,-3999
15:24:58.388, 1116,2608,16196,22.74,-736,-1494,-2583
15:24:58.464,  128,3536,20396,22.79,-446,-2157,-288
15:24:58.574,-1252,4580,20128,22.79,-47,2948,2615
15:24:58.679,-1048,2304,16960,22.74,-1999,9,5264
15:24:58.794,  204,72,12188,22.79,-3611,-259,5416
15:24:58.908,  564,-636,15152,22.79,-2136,-1076,2482
15:24:58.984, -328,-780,21232,22.79,-1678,-1523,-874
15:24:59.098, -716,-1224,21684,22.84,57,952,-3280
15:24:59.207,  168,-2960,16180,22.74,123,-2413,-2407
15:24:59.282,-1008,-1772,13196,22.79,903,1393,-3011
15:24:59.387, 1144,240,12204,22.74,2010,-922,-2407
15:24:59.501, 3068,1768,17796,22.88,-144,225,-1154
15:24:59.611, 1168,1484,22616,22.84,-35,-345,1755
15:24:59.717, -660,1772,18152,22.74,1384,566,2020
15:24:59.827, -104,1576,14968,22.79,94,-2121,4425
15:24:59.900,  828,640,11228,22.74,-2733,1389,5540
15:25:00.005, 1600,-672,15512,22.69,-1087,415,3344
15:25:00.119, 2036,-612,20204,22.84,302,-1594,709
15:25:00.229,  352,-2068,22888,22.74,178,3080,-2918
15:25:00.338,-1012,-2532,16252,22.69,751,1273,-5346
15:25:00.447, -884,-164,14880,22.74,2252,725,-5647
15:25:00.521, 1528,1308,13076,22.79,1769,-206,-3129
15:25:00.630, 1996,644,16976,22.74,-655,1138,-2241
15:25:00.740,   64,3412,19764,22.79,265,-2396,441
15:25:00.850, -784,4268,20556,22.74,1549,1407,2226
15:25:00.960, -664,2644,17080,22.69,1209,158,3823
15:25:01.066,  504,424,13192,22.74,-1028,297,4546
15:25:01.142, 1492,316,14536,22.79,-1174,-1775,2954
15:25:01.252,  796,1164,19680,22.84,-206,-1535,648
15:25:01.363, 1276,-156,20684,22.84,-121,-99,-1952
15:25:01.468,  -72,-2188,16972,22.69,-793,1768,-4848
15:25:01.583, -400,-164,13844,22.74,1012,2863,-4210
15:25:01.654, 1492,1660,12412,22.65,1662,-2090,-2258
15:25:01.759, 1160,3064,17864,22.69,922,-915,-1023
15:25:01.873, 1412,3324,20556,22.65,1008,1001,-17
15:25:01.983,-1388,3788,19448,22.6,598,2270,2403
15:25:02.093, -740,2792,16036,22.69,-637,-696,4652
15:25:02.207, 1084,892,12336,22.69,-2693,-275,4351
15:25:02.283,  864,564,15280,22.74,-1318,141,2669
15:25:02.397, -804,1288,21132,22.69,-304,-70,339
15:25:02.506,-1724,-1376,21480,22.6,-577,1472,-3374
15:25:02.582, -948,-1676,16916,22.74,343,-329,-5572
15:25:02.683,  320,1424,13008,22.79,2340,224,-5791
15:25:02.789, 2544,3124,13212,22.65,1696,-2606,-2720
15:25:02.898, 2288,3412,17364,22.79,177,-1353,-270
15:25:03.007, 1124,4444,21272,22.74,762,856,2191
15:25:03.117, -708,3976,18264,22.69,-258,3888,3033
15:25:03.231, -176,2436,15104,22.69,-412,-528,4862
15:25:03.304, 1468,480,11696,22.74,-2390,-2544,4078
15:25:03.418, 2184,200,16696,22.69,-1505,-1401,2277
15:25:03.528, 1840,668,20708,22.69,-1021,-539,-794
15:25:03.642, -816,-1200,21984,22.65,-188,5052,-3407
15:25:03.718,-1200,-1264,16380,22.79,-432,781,-5943
15:25:03.832,  984,1248,11984,22.69,2095,2419,-5516
15:25:03.941, 2472,2396,16056,22.74,1138,-1991,-2592
15:25:04.050,  204,2996,19036,22.79,218,-391,-241
15:25:04.155,-1840,3616,21160,22.74,537,1150,1455
15:25:04.255,-1176,3080,16480,22.79,546,2331,2841
15:25:04.361,-1200,1604,14868,22.65,-1205,209,4540
15:25:04.437, 1956,432,14824,22.69,-3893,-3474,2979
15:25:04.551, 1732,700,18428,22.74,-1765,-2192,1486
15:25:04.656,  396,-272,20352,22.79,-426,-608,-736
15:25:04.766,-1732,-3524,17976,22.65,-377,3487,-2701
15:25:04.880,-2312,-1656,14840,22.69,480,431,-4206
15:25:04.952,  676,832,11300,22.69,2126,-100,-4405
15:25:05.053, 2136,1608,13700,22.74,33,1314,-3139
15:25:05.163,  688,2756,21844,22.69,1610,1284,678
15:25:05.270,-2148,4248,23344,22.74,-916,3344,2451
15:25:05.376, -860,2752,16960,22.79,484,-2607,4648
15:25:05.477, -616,1500,13728,22.74,-1743,-726,6262
15:25:05.586, 1672,-640,12600,22.69,-2726,-3722,3607
15:25:05.691, 2112,-200,17436,22.69,-1578,-3362,1923
15:25:05.806,  920,-1056,21224,22.74,-139,-118,-1435
15:25:05.881, -988,-3372,18080,22.79,1010,4637,-5237
15:25:05.996,-1100,-772,15052,22.74,584,-519,-5766
15:25:06.110, 1136,1164,11936,22.69,367,-759,-4440
15:25:06.224, 2612,1344,15172,22.79,-264,-1473,-2785
15:25:06.296, 1828,2336,20248,22.69,606,586,-655
15:25:06.402, -188,3556,23228,22.79,-255,3873,2370
15:25:06.515, -516,2728,17096,22.84,-688,-1440,4832
15:25:06.629,  104,748,13608,22.69,-1602,-2029,6584
15:25:06.734, 2364,-48,13040,22.74,-1752,-1746,5516
15:25:06.805, 2752,-316,18768,22.69,228,1899,2724
15:25:06.915, 1620,-1480,22072,22.74,-369,1016,-613
15:25:07.025, -644,-3284,17900,22.69,-1499,1233,-2544
15:25:07.131,-1300,-1956,15464,22.79,494,-660,-4259
15:25:07.246, 1620,176,11596,22.69,1566,-85,-3637
15:25:07.319, 2056,776,15284,22.74,378,-976,-2277
15:25:07.429,  968,940,19988,22.79,795,-777,-997
15:25:07.535, -948,1396,22368,22.74,1392,3204,-408
15:25:07.649,  420,1968,15932,22.69,11,-500,1044
15:25:07.759,  732,1176,13260,22.74,-211,1628,2099
15:25:07.864, 1920,548,14580,22.79,-1061,-1077,1147
15:25:07.940, 1360,1152,18888,22.79,-743,-1447,-74
15:25:08.047,  904,-408,20492,22.74,-1143,409,-183
15:25:08.157, -500,-2764,17216,22.69,-895,2368,-1629
15:25:08.266,-1312,-780,15736,22.69,1431,1125,-4664
15:25:08.380, 1628,1124,12596,22.69,1449,-1264,-3254
15:25:08.452, 1912,1192,15200,22.74,-344,-638,-1565
15:25:08.567,  988,1516,20484,22.74,385,-1185,-275
15:25:08.681,-1504,2156,22492,22.79,1958,3823,1489
15:25:08.790, -348,1748,17588,22.74,255,-732,3320
15:25:08.900,  524,816,13492,22.79,-1526,-897,3338
15:25:08.972, 2236,208,12824,22.79,-2048,-3091,1303
15:25:09.082, 1812,-56,17856,22.74,-1784,-1642,337
15:25:09.197, 1600,-852,21164,22.79,-1796,722,-1246
15:25:09.311, -248,-3324,17680,22.74,-1358,3105,-3771
15:25:09.383, -524,-1144,15288,22.69,1321,134,-4846
15:25:09.492, 2336,1316,11836,22.69,2353,-114,-4143
15:25:09.606, 2800,1080,15816,22.74,-102,-1161,-2522
15:25:09.713, 1924,2096,21040,22.79,1359,-1107,331
15:25:09.819, -216,3836,22888,22.65,1181,3605,2695
15:25:09.895,  276,2744,16504,22.69,-1259,-1749,5783
15:25:10.005,  952,152,12240,22.69,-2356,387,5889
15:25:10.119, 2392,-908,12692,22.74,-1584,-1726,3594
15:25:10.224, 1528,-768,19004,22.69,-712,-1280,986
15:25:10.326, 1716,-1544,21316,22.74,-1025,286,-1750
15:25:10.432, -408,-3648,17460,22.69,-654,3355,-4433
15:25:10.538, -740,-932,15144,22.74,2005,-105,-5409
15:25:10.652, 2804,1128,11560,22.69,1885,-284,-4948
15:25:10.757, 3196,1592,15500,22.65,643,83,-3085
15:25:10.832, 1656,2888,21392,22.69,2433,-182,-740
15:25:10.945,  -64,3980,22128,22.74,2432,2579,2046
15:25:11.046, -388,3376,17184,22.69,-364,-1486,5722
15:25:11.154,  736,492,12516,22.65,-1639,421,5713
15:25:11.268, 2192,-312,13284,22.69,-1429,-476,3962
15:25:11.340, 1184,260,20044,22.74,-2059,-81,2039
15:25:11.454, 1008,-1876,21636,22.69,-2564,-1041,-565
15:25:11.569,  488,-3884,16948,22.74,-308,894,-4103
15:25:11.683, -340,-188,15304,22.69,1378,1302,-5227
15:25:11.759, 2532,1456,11756,22.74,843,-1277,-4189
15:25:11.864, 3388,948,15484,22.74,131,-1551,-2853
15:25:11.974, 3024,2436,20528,22.79,1437,-1407,66
15:25:12.082,  496,3836,20424,22.65,2176,4557,2490
15:25:12.192, -428,2564,16868,22.74,-659,98,5225
15:25:12.301, 1432,324,12156,22.69,-1116,1067,4983
15:25:12.377, 2416,-344,14776,22.74,-916,-558,2818
15:25:12.486, 1156,-188,20216,22.65,-877,-577,190
15:25:12.592, -108,-1984,22684,22.69,-1587,2305,-2474
15:25:12.701,  -76,-3656,16816,22.65,158,-888,-5250
15:25:12.815,  168,552,13188,22.69,1939,1470,-5875
15:25:12.887, 2280,2144,12596,22.69,1353,-945,-3844
15:25:13.002, 2716,2740,17036,22.65,71,-409,-1671
15:25:13.107, 2328,2788,21244,22.79,1042,-332,413
15:25:13.215,  524,3656,19556,22.65,684,2867,2886
15:25:13.323, -652,2728,16900,22.69,-1617,110,6058
15:25:13.436, 1452,148,11832,22.6,-1964,-1086,5086
15:25:13.512, 2168,-656,15196,22.65,-970,-2247,2684
15:25:13.621, 1628,-1044,20576,22.69,-1310,-1142,-237
15:25:13.730,  -24,-3084,22264,22.65,-2217,3302,-4187
15:25:13.844, -116,-3372,15784,22.69,113,-881,-6361
15:25:13.921,  820,1000,13248,22.69,2607,1311,-6808
15:25:14.028, 3112,2216,13216,22.65,1476,-1401,-4166
15:25:14.138, 3396,2544,17624,22.69,-951,-1671,-2153
15:25:14.248, 3700,2920,20644,22.65,1207,-165,513
15:25:14.358,  612,3496,18720,22.69,2035,4489,2418
15:25:14.434, -240,2352,15636,22.69,28,576,5531
15:25:14.544, 1612,224,12444,22.65,-1662,-440,4893
15:25:14.650, 2476,-96,15436,22.6,-980,-1481,3674
15:25:14.759, 2248,-284,20592,22.65,-644,510,1296
15:25:14.864, -672,-2364,21720,22.69,-1024,3878,-2676
15:25:14.974, -312,-2628,16144,22.69,861,-1495,-6198
15:25:15.079, 1096,928,12872,22.74,2106,455,-6862
15:25:15.151, 2784,2172,12828,22.69,859,-1281,-4166
15:25:15.257, 2324,2928,17760,22.65,-146,-948,-1839
15:25:15.367, 3080,4332,20988,22.74,576,-85,493
15:25:15.477,  268,5088,19084,22.65,867,3593,4039
15:25:15.587,  236,2040,16104,22.69,-1608,-2015,7353
15:25:15.697, 1836,-120,12080,22.65,-1818,-2802,5771
15:25:15.773, 2316,-60,16104,22.65,-147,-1732,3228
15:25:15.879, 2520,-648,19956,22.6,-275,275,577
15:25:15.989,  240,-2400,21032,22.51,-1407,4840,-2425
15:25:16.103,  484,-1812,17368,22.65,-115,-993,-3996
15:25:16.209, 1676,352,12336,22.6,948,1155,-4930
15:25:16.319, 3068,1516,12872,22.55,1156,-101,-3929
15:25:16.395, 1532,2464,19304,22.6,1049,662,-1760
15:25:16.505, 1968,3372,23560,22.55,1066,-970,1057
15:25:16.619, 1212,3812,17436,22.55,1172,927,4026
15:25:16.726,  804,2520,14028,22.6,-1119,-1281,5247
15:25:16.830, 2400,200,12016,22.51,-2460,-827,4069
15:25:16.906, 2228,-16,15560,22.6,118,1402,2478
15:25:17.016, 1568,48,20912,22.65,-200,496,-321
15:25:17.125, -320,-2324,19920,22.55,-510,4721,-2629
15:25:17.239, -404,-1016,16696,22.6,793,-1275,-4147
15:25:17.316, 2448,824,11348,22.65,3197,429,-4962
15:25:17.429, 2432,1836,14192,22.6,1596,779,-3104
15:25:17.539,  196,3224,20732,22.6,1175,-286,-1021
15:25:17.648, -240,4264,23712,22.55,-337,1758,914
15:25:17.753,   60,4756,16676,22.51,-1122,-1785,3971
15:25:17.829,  508,1500,12788,22.6,-3135,1134,6254
15:25:17.943, 1924,-124,11904,22.55,-3355,-1695,3766
15:25:18.054, 1452,-500,17324,22.51,80,-1420,1091
15:25:18.168, 1564,-628,21628,22.55,-755,511,-1963
15:25:18.244, -320,-3000,18456,22.55,-1358,4341,-4465
15:25:18.358, -968,-972,15956,22.6,1542,75,-4887
15:25:18.468, 1692,1636,11284,22.55,2855,-35,-5212
15:25:18.578, 2132,2148,15700,22.55,1266,-1250,-3929
15:25:18.689, 1204,4700,21664,22.51,2073,553,-560
15:25:18.765,-1096,4812,21912,22.55,885,3089,2894
15:25:18.879, -808,3116,16648,22.46,-990,-2048,5816
15:25:18.993,  580,1384,13280,22.51,-2329,1007,6617
15:25:19.069,  408,-52,13536,22.46,-2819,-31,4414
15:25:19.179,  -96,-1316,18252,22.51,-1892,-3222,351
15:25:19.290,-1036,-1704,22740,22.46,-381,6064,-2307
15:25:19.404,-1376,-2188,17668,22.51,-434,2052,-3128
15:25:19.480,  180,64,13828,22.51,567,327,-4095
15:25:19.590, 1996,528,13032,22.41,1249,-1696,-2945
15:25:19.698, 1360,524,17084,22.46,-265,-395,-2238
15:25:19.811,  264,1396,20936,22.46,-792,-2357,171
15:25:19.919, -512,1868,18800,22.41,-125,3011,2753
15:25:19.994,    8,1220,15860,22.41,-1741,-1654,4815
